# Raman activity for   2 active q-points
# iq: q-point index on path
# imode: mode index
# frequency: mode frequency in THz
# active_raman: Raman active yes/no (1/0)
# active_ir: IR active yes/no (1/0)
iq,imode,frequency,active_raman,active_ir
    1,    1,-0.39246720E+00,    1,    1
    1,    2, 0.00000000E+00,    1,    1
    1,    3, 0.00000000E+00,    1,    1
    1,    4, 0.00000000E+00,    1,    1
    1,    5, 0.32195402E+00,    1,    1
    1,    6, 0.58655015E+00,    1,    1
    1,    7, 0.72078296E+00,    1,    1
    1,    8, 0.96381883E+00,    1,    1
    1,    9, 0.33189445E+01,    1,    1
    1,   10, 0.39113541E+01,    1,    1
    1,   11, 0.41197242E+01,    1,    1
    1,   12, 0.42869932E+01,    1,    1
    1,   13, 0.51343579E+01,    1,    1
    1,   14, 0.56775649E+01,    1,    1
    1,   15, 0.82733827E+01,    1,    1
    1,   16, 0.83156721E+01,    1,    1
    1,   17, 0.11025794E+02,    1,    1
    1,   18, 0.11734438E+02,    1,    1
    1,   19, 0.12034862E+02,    1,    1
    1,   20, 0.12525572E+02,    1,    1
    1,   21, 0.13045961E+02,    1,    1
    1,   22, 0.13300152E+02,    1,    1
    1,   23, 0.13813302E+02,    1,    1
    1,   24, 0.14601000E+02,    1,    1
    1,   25, 0.15622390E+02,    1,    1
    1,   26, 0.15758250E+02,    1,    1
    1,   27, 0.17684911E+02,    1,    1
    1,   28, 0.18169453E+02,    1,    1
    1,   29, 0.23698971E+02,    1,    1
    1,   30, 0.24514634E+02,    1,    1
  320,    1,-0.39246720E+00,    1,    1
  320,    2, 0.00000000E+00,    1,    1
  320,    3, 0.00000000E+00,    1,    1
  320,    4, 0.00000000E+00,    1,    1
  320,    5, 0.32195402E+00,    1,    1
  320,    6, 0.58655015E+00,    1,    1
  320,    7, 0.72078296E+00,    1,    1
  320,    8, 0.96381883E+00,    1,    1
  320,    9, 0.33189445E+01,    1,    1
  320,   10, 0.39113541E+01,    1,    1
  320,   11, 0.41197242E+01,    1,    1
  320,   12, 0.42869932E+01,    1,    1
  320,   13, 0.51343579E+01,    1,    1
  320,   14, 0.56775649E+01,    1,    1
  320,   15, 0.82733827E+01,    1,    1
  320,   16, 0.83156721E+01,    1,    1
  320,   17, 0.11025794E+02,    1,    1
  320,   18, 0.11734438E+02,    1,    1
  320,   19, 0.12034862E+02,    1,    1
  320,   20, 0.12525572E+02,    1,    1
  320,   21, 0.13045961E+02,    1,    1
  320,   22, 0.13300152E+02,    1,    1
  320,   23, 0.13813302E+02,    1,    1
  320,   24, 0.14601000E+02,    1,    1
  320,   25, 0.15622390E+02,    1,    1
  320,   26, 0.15758250E+02,    1,    1
  320,   27, 0.17684911E+02,    1,    1
  320,   28, 0.18169453E+02,    1,    1
  320,   29, 0.23698971E+02,    1,    1
  320,   30, 0.24514634E+02,    1,    1
