# Tetrahedron method
       -2.0016890421        0.0000000000
       -1.8815889141        0.0000000000
       -1.7614887862        0.0000000000
       -1.6413886582        0.0000000000
       -1.5212885302        0.0000000000
       -1.4011884023        0.0000000000
       -1.2810882743        0.0000000000
       -1.1609881463        0.0000000000
       -1.0408880184        0.0000000000
       -0.9207878904        0.0000000000
       -0.8006877625        0.0000000000
       -0.6805876345        0.0000000000
       -0.5604875065        0.0000000000
       -0.4403873786        0.0000000000
       -0.3202872506        0.0000000000
       -0.2001871227        0.0000000000
       -0.0800869947        0.0000000000
        0.0400131333        0.0000379178
        0.1601132612        0.0006067149
        0.2802133892        0.0018580773
        0.4003135172        0.0037920052
        0.5204136451        0.0085798375
        0.6405137731        0.0142092609
        0.7606139010        0.0203379314
        0.8807140290        0.0279780336
        1.0008141570        0.0366752519
        1.1209142849        0.0476227657
        1.2410144129        0.0588730093
        1.3611145409        0.0716850576
        1.4812146688        0.0854233848
        1.6013147968        0.1015605331
        1.7214149247        0.1203736510
        1.8415150527        0.1396682182
        1.9616151807        0.1615115415
        2.0817153086        0.1874627116
        2.2018154366        0.2149136203
        2.3219155645        0.2458838214
        2.4420156925        0.2825894588
        2.5621158205        0.3241005597
        2.6822159484        0.3720177475
        2.8023160764        0.4267225565
        2.9224162044        0.4974926294
        3.0425163323        0.5771780466
        3.1626164603        0.6833239183
        3.2827165882        0.8169169880
        3.4028167162        1.0013920060
        3.5229168442        1.3889514833
        3.6430169721        1.6497598933
        3.7631171001        2.4984192959
        3.8832172280        2.5625985886
        4.0033173560        2.7332073597
        4.1234174840        2.3574144874
        4.2435176119        3.4931701463
        4.3636177399        2.5585305489
        4.4837178679        2.5121465573
        4.6038179958        1.9832847695
        4.7239181238        1.9550334244
        4.8440182517        4.0220520205
        4.9641183797        2.2257507052
        5.0842185077        2.7339548141
        5.2043186356        2.1404859422
        5.3244187636        1.8037222784
        5.4445188916        1.3034995915
        5.5646190195        1.2505332789
        5.6847191475        1.6057746776
        5.8048192754        1.2181632898
        5.9249194034        1.2021784526
        6.0450195314        1.3724118057
        6.1651196593        1.6728539616
        6.2852197873        1.4657016499
        6.4053199152        1.4241747808
        6.5254200432        1.4267486227
        6.6455201712        1.2457082181
        6.7656202991        1.3408313963
        6.8857204271        1.3940583435
        7.0058205551        1.4564294737
        7.1259206830        1.3662626951
        7.2460208110        1.1024003655
        7.3661209389        1.0155473204
        7.4862210669        1.1019036295
        7.6063211949        1.4070591031
        7.7264213228        2.1325760253
        7.8465214508        2.5017019292
        7.9666215787        2.8166392657
        8.0867217067        4.1946165160
        8.2068218347        4.0463714393
        8.3269219626        5.6263282403
        8.4470220906        3.7025771454
        8.5671222186        4.1757297271
        8.6872223465        3.6202586757
        8.8073224745        2.4229933174
        8.9274226024        1.2735396387
        9.0475227304        1.4584576304
        9.1676228584        1.6087427720
        9.2877229863        1.9459033046
        9.4078231143        2.4447222176
        9.5279232423        2.5264566914
        9.6480233702        2.2740661412
        9.7681234982        2.2508972239
        9.8882236261        2.4016577220
       10.0083237541        2.2928432265
       10.1284238821        2.6538455185
       10.2485240100        3.0291928931
       10.3686241380        2.2798777137
       10.4887242659        0.9899215218
       10.6088243939        0.7934696631
       10.7289245219        0.5415454546
       10.8490246498        0.9432983192
       10.9691247778        1.5931195881
       11.0892249058        1.8797119285
       11.2093250337        2.3755578673
       11.3294251617        3.5657996379
       11.4495252896        4.9141966585
       11.5696254176        0.6136300674
       11.6897255456        0.0000000000
       11.8098256735        0.0000000000
       11.9299258015        0.0000000000
       12.0500259294        0.0000000000
       12.1701260574        0.0000000000
       12.2902261854        0.0000000000
       12.4103263133        1.7923703864
       12.5304264413        3.4634733848
       12.6505265693        2.0480221564
       12.7706266972        1.4791798593
       12.8907268252        1.9384120473
       13.0108269531        2.4479717772
       13.1309270811        2.4171522761
       13.2510272091        1.8758737528
       13.3711273370        2.1903827912
       13.4912274650        2.4932728569
       13.6113275930        2.8008288166
       13.7314277209        2.6710023740
       13.8515278489        2.1177298884
       13.9716279768        2.2286743663
       14.0917281048        2.7997097572
       14.2118282328        2.4609257466
       14.3319283607        2.8571331465
       14.4520284887        1.4052545515
       14.5721286166        1.1299449021
       14.6922287446        1.0641296816
       14.8123288726        1.2109975309
       14.9324290005        1.1246943666
       15.0525291285        1.1579965177
       15.1726292565        0.8052171988
       15.2927293844        0.7328556907
       15.4128295124        1.1613374537
       15.5329296403        2.2758330680
       15.6530297683        2.3500781812
       15.7731298963        1.2634376504
       15.8932300242        1.8584724968
       16.0133301522        2.7821444608
       16.1334302801        2.4373147780
       16.2535304081        1.8901033874
       16.3736305361        0.5768067386
       16.4937306640        0.2951314373
       16.6138307920        0.6747568423
       16.7339309200        0.8066321017
       16.8540310479        0.6459573168
       16.9741311759        0.5807543700
       17.0942313038        0.5709203826
       17.2143314318        0.5803344363
       17.3344315598        0.6339348201
       17.4545316877        0.6943593428
       17.5746318157        0.8152933433
       17.6947319437        0.9848853981
       17.8148320716        1.1046176905
       17.9349321996        1.2406286024
       18.0550323275        1.3544484949
       18.1751324555        1.4583866730
       18.2952325835        1.5637790322
       18.4153327114        1.8990475940
       18.5354328394        1.9769771990
       18.6555329673        1.2498431372
       18.7756330953        1.2148915442
       18.8957332233        2.8264231261
       19.0158333512        2.0217322613
       19.1359334792        2.3011811637
       19.2560336072        2.6560462754
       19.3761337351        1.1979116689
       19.4962338631        0.8456703349
       19.6163339910        0.6424177648
       19.7364341190        0.4520576145
       19.8565342470        0.2519580578
       19.9766343749        0.1025669057
       20.0967345029        0.0000000000
       20.2168346308        0.0000000000
       20.3369347588        0.0000000000
       20.4570348868        0.0000000000
       20.5771350147        0.0000000000
       20.6972351427        0.0000000000
       20.8173352707        0.0000000000
       20.9374353986        0.0000000000
       21.0575355266        0.0000000000
