-2.366654981066115049e+00 0.000000000000000000e+00
-2.226939469217997569e+00 0.000000000000000000e+00
-2.087223957369880090e+00 0.000000000000000000e+00
-1.947508445521762610e+00 0.000000000000000000e+00
-1.807792933673645130e+00 0.000000000000000000e+00
-1.668077421825527651e+00 0.000000000000000000e+00
-1.528361909977410171e+00 0.000000000000000000e+00
-1.388646398129292692e+00 0.000000000000000000e+00
-1.248930886281175212e+00 0.000000000000000000e+00
-1.109215374433057733e+00 0.000000000000000000e+00
-9.694998625849402529e-01 0.000000000000000000e+00
-8.297843507368227733e-01 0.000000000000000000e+00
-6.900688388887052938e-01 0.000000000000000000e+00
-5.503533270405878142e-01 0.000000000000000000e+00
-4.106378151924703346e-01 0.000000000000000000e+00
-2.709223033443528550e-01 0.000000000000000000e+00
-1.312067914962353754e-01 0.000000000000000000e+00
8.508720351882104183e-03 5.187104079901520004e-01
1.482242321999995838e-01 7.106146977109517593e-01
2.879397440481170634e-01 8.294583627877525345e-01
4.276552558962345429e-01 8.610524024424617284e-01
5.673707677443520225e-01 9.483322160062674921e-01
7.070862795924695021e-01 8.940429265660524427e-01
8.468017914405869817e-01 8.538058373031823800e-01
9.865173032887044613e-01 8.595903655944867605e-01
1.126232815136821941e+00 8.750836634783986101e-01
1.265948326984939420e+00 1.208586908496506629e+00
1.405663838833056900e+00 1.237125308283652858e+00
1.545379350681174380e+00 1.317129910581788410e+00
1.685094862529291859e+00 1.446762205111953081e+00
1.824810374377409339e+00 1.665578959116332802e+00
1.964525886225526818e+00 1.673589488884287046e+00
2.104241398073644298e+00 1.936183992988328662e+00
2.243956909921761778e+00 2.874065315270096566e+00
2.383672421769879257e+00 2.105708775589608006e+00
2.523387933617996737e+00 1.559729264094670720e+00
2.663103445466114216e+00 1.293626460076126472e+00
2.802818957314231696e+00 1.369923933421449469e+00
2.942534469162349176e+00 1.392759057511618215e+00
3.082249981010466655e+00 2.658717187368928148e+00
3.221965492858584135e+00 2.330277752486180631e+00
3.361681004706701614e+00 2.631483673291453940e+00
3.501396516554819094e+00 3.839565693817943437e+00
3.641112028402936573e+00 2.738233807001016373e+00
3.780827540251054053e+00 1.682263861145344208e+00
3.920543052099171533e+00 2.203598262334754310e+00
4.060258563947289012e+00 2.884187682411262443e+00
4.199974075795406492e+00 2.817385539537376360e+00
4.339689587643523971e+00 1.882277159176192649e+00
4.479405099491641451e+00 1.823397498230911129e+00
4.619120611339758931e+00 1.985534349907654095e+00
4.758836123187876410e+00 2.814861176246178154e+00
4.898551635035993890e+00 6.576847843453563769e-01
5.038267146884111369e+00 6.921893286304231507e-01
5.177982658732228849e+00 7.502817821669358622e-01
5.317698170580346329e+00 8.259600222812614190e-01
5.457413682428463808e+00 9.737354965054699774e-01
5.597129194276581288e+00 1.270800072852869000e+00
5.736844706124698767e+00 1.165226413117955717e+00
5.876560217972817135e+00 1.088439370173994503e+00
6.016275729820933726e+00 1.147869994424747020e+00
6.155991241669050318e+00 1.496181938915663645e+00
6.295706753517168686e+00 1.039197171642995299e+00
6.435422265365287053e+00 0.000000000000000000e+00
6.575137777213403645e+00 4.711202179433692239e-01
6.714853289061520236e+00 1.964984098573962390e+00
6.854568800909638604e+00 3.831330167291258082e+00
6.994284312757756972e+00 3.880150294951608902e+00
7.133999824605873563e+00 5.442813099624157047e+00
7.273715336453990155e+00 0.000000000000000000e+00
7.413430848302108522e+00 0.000000000000000000e+00
7.553146360150226890e+00 1.159865619664829373e+00
7.692861871998343481e+00 1.353803605639634977e+00
7.832577383846460073e+00 1.974780707636576427e+00
7.972292895694578441e+00 1.878260775190164544e+00
8.112008407542695920e+00 1.432123139045254900e+00
8.251723919390812512e+00 1.179557305228374320e+00
8.391439431238929103e+00 1.032429781133949787e+00
8.531154943087049247e+00 2.262053503860724124e+00
8.670870454935165839e+00 1.018850619534429569e+00
8.810585966783282430e+00 3.772298373560834417e+00
8.950301478631399021e+00 1.023028973359382032e+00
9.090016990479519166e+00 1.287673872091553706e+00
9.229732502327635757e+00 9.005747794422891417e-01
9.369448014175752348e+00 7.381396190664001322e-01
9.509163526023868940e+00 6.882537004901525535e-01
9.648879037871989084e+00 1.092206294310547277e+00
9.788594549720105675e+00 1.235428157144055739e+00
9.928310061568222267e+00 1.459118454841364265e+00
1.006802557341633886e+01 1.908064440502958981e+00
1.020774108526445900e+01 5.877710021964316134e+00
1.034745659711257559e+01 1.305646079519916469e+01
1.048717210896069219e+01 1.108973536349534994e+00
1.062688762080880878e+01 9.094368494927737023e-01
1.076660313265692892e+01 1.019579779699256949e+00
1.090631864450504551e+01 2.521234129634467802e+00
1.104603415635316210e+01 1.040062723356827412e+01
1.118574966820127869e+01 0.000000000000000000e+00
1.132546518004939884e+01 0.000000000000000000e+00
1.146518069189751543e+01 0.000000000000000000e+00
1.160489620374563202e+01 0.000000000000000000e+00
1.174461171559374861e+01 0.000000000000000000e+00
1.188432722744186876e+01 2.577658662933297151e+00
1.202404273928998535e+01 7.035144530869746227e+00
1.216375825113810194e+01 4.208289808453657521e+00
1.230347376298621853e+01 0.000000000000000000e+00
1.244318927483433868e+01 0.000000000000000000e+00
1.258290478668245527e+01 0.000000000000000000e+00
1.272262029853057186e+01 4.186795054515565440e+00
1.286233581037868845e+01 5.933349470786262181e+00
1.300205132222680859e+01 0.000000000000000000e+00
1.314176683407492519e+01 0.000000000000000000e+00
1.328148234592304178e+01 0.000000000000000000e+00
1.342119785777115837e+01 0.000000000000000000e+00
1.356091336961927851e+01 0.000000000000000000e+00
1.370062888146739510e+01 0.000000000000000000e+00
1.384034439331551170e+01 0.000000000000000000e+00
1.398005990516362829e+01 0.000000000000000000e+00
1.411977541701174843e+01 0.000000000000000000e+00
1.425949092885986502e+01 0.000000000000000000e+00
