segment,q_index,combined_path_distance,mode,original_cm-1,symmetry_fixed_cm-1,delta_cm-1
1,33,0.70184600,10,381.455100,380.916800,-0.538300
1,33,0.70184600,11,420.034500,420.094900,0.060400
1,33,0.70184600,12,420.130300,420.094900,-0.035400
1,33,0.70184600,13,434.351900,434.007500,-0.344400
1,33,0.70184600,14,434.396700,434.007500,-0.389200
1,33,0.70184600,15,470.138600,469.878600,-0.260000
1,33,0.70184600,16,470.237400,469.878600,-0.358800
1,33,0.70184600,17,495.324200,495.225800,-0.098400
1,33,0.70184600,18,495.358700,495.225800,-0.132900
1,33,0.70184600,19,517.168100,516.951700,-0.216400
1,33,0.70184600,20,517.197200,516.951700,-0.245500
1,33,0.70184600,21,554.147400,553.483300,-0.664100
1,33,0.70184600,22,554.308100,553.483300,-0.824800
1,33,0.70184600,23,599.252100,599.056500,-0.195600
1,33,0.70184600,24,599.349900,599.056500,-0.293400
1,33,0.70184600,25,628.525500,629.110600,0.585100
1,33,0.70184600,26,628.718000,629.110600,0.392600
1,33,0.70184600,27,720.639900,719.061400,-1.578500
1,33,0.70184600,28,721.142300,719.061400,-2.080900
1,33,0.70184600,29,791.825000,791.589300,-0.235700
1,33,0.70184600,30,791.873100,791.589300,-0.283800
1,34,0.71863300,1,216.649100,216.374600,-0.274500
1,34,0.71863300,2,216.804000,216.374600,-0.429400
1,34,0.71863300,3,235.753900,235.329600,-0.424300
1,34,0.71863300,4,235.853100,235.329600,-0.523500
1,34,0.71863300,5,293.416400,293.297100,-0.119300
1,34,0.71863300,6,293.450200,293.297100,-0.153100
1,34,0.71863300,7,352.379000,351.625100,-0.753900
1,34,0.71863300,8,352.474500,351.625100,-0.849400
1,34,0.71863300,9,381.345800,381.022800,-0.323000
1,34,0.71863300,10,381.562400,381.022800,-0.539600
1,34,0.71863300,11,420.334700,420.375000,0.040300
1,34,0.71863300,12,420.433600,420.375000,-0.058600
1,34,0.71863300,13,434.453300,434.111500,-0.341800
1,34,0.71863300,14,434.503100,434.111500,-0.391600
1,34,0.71863300,15,469.011800,468.762000,-0.249800
1,34,0.71863300,16,469.099700,468.762000,-0.337700
1,34,0.71863300,17,495.724000,495.610600,-0.113400
1,34,0.71863300,18,495.769000,495.610600,-0.158400
1,34,0.71863300,19,517.518400,517.307400,-0.211000
1,34,0.71863300,20,517.547900,517.307400,-0.240500
1,34,0.71863300,21,553.440200,552.787500,-0.652700
1,34,0.71863300,22,553.589500,552.787500,-0.802000
1,34,0.71863300,23,599.909300,599.708900,-0.200400
1,34,0.71863300,24,599.991800,599.708900,-0.282900
1,34,0.71863300,25,628.915400,629.483300,0.567900
1,34,0.71863300,26,629.115900,629.483300,0.367400
1,34,0.71863300,27,720.514000,718.948300,-1.565700
1,34,0.71863300,28,721.009200,718.948300,-2.060900
1,34,0.71863300,29,791.627600,791.386000,-0.241600
1,34,0.71863300,30,791.677200,791.386000,-0.291200
1,35,0.73542000,1,216.506900,216.239700,-0.267200
1,35,0.73542000,2,216.657900,216.239700,-0.418200
1,35,0.73542000,3,236.339500,235.925500,-0.414000
1,35,0.73542000,4,236.448800,235.925500,-0.523300
1,35,0.73542000,5,293.482000,293.363200,-0.118800
1,35,0.73542000,6,293.515200,293.363200,-0.152000
1,35,0.73542000,7,351.789300,351.039100,-0.750200
1,35,0.73542000,8,351.881400,351.039100,-0.842300
1,35,0.73542000,9,381.464300,381.137500,-0.326800
1,35,0.73542000,10,381.678800,381.137500,-0.541300
1,35,0.73542000,11,420.626800,420.642700,0.015900
1,35,0.73542000,12,420.729600,420.642700,-0.086900
1,35,0.73542000,13,434.643900,434.304900,-0.339000
1,35,0.73542000,14,434.699400,434.305000,-0.394400
1,35,0.73542000,15,467.694700,467.454400,-0.240300
1,35,0.73542000,16,467.770300,467.454400,-0.315900
1,35,0.73542000,17,496.156000,496.029600,-0.126400
1,35,0.73542000,18,496.216200,496.029600,-0.186600
1,35,0.73542000,19,517.915000,517.709200,-0.205800
1,35,0.73542000,20,517.944700,517.709200,-0.235500
1,35,0.73542000,21,552.617400,551.979800,-0.637600
1,35,0.73542000,22,552.755400,551.979800,-0.775600
1,35,0.73542000,23,600.689700,600.485400,-0.204300
1,35,0.73542000,24,600.755000,600.485400,-0.269600
1,35,0.73542000,25,629.411700,629.957400,0.545700
1,35,0.73542000,26,629.621500,629.957400,0.335900
1,35,0.73542000,27,720.365000,718.815500,-1.549500
1,35,0.73542000,28,720.851100,718.815500,-2.035600
1,35,0.73542000,29,791.369300,791.120300,-0.249000
1,35,0.73542000,30,791.420700,791.120300,-0.300400
1,36,0.75220700,1,216.387000,216.129000,-0.258000
1,36,0.75220700,2,216.534500,216.129000,-0.405500
1,36,0.75220700,3,237.016900,236.614000,-0.402900
1,36,0.75220700,4,237.136600,236.614000,-0.522600
1,36,0.75220700,5,293.553200,293.435000,-0.118200
1,36,0.75220700,6,293.585800,293.435000,-0.150800
1,36,0.75220700,7,351.117900,350.372000,-0.745900
1,36,0.75220700,8,351.206600,350.372000,-0.834600
1,36,0.75220700,9,381.581000,381.249400,-0.331600
1,36,0.75220700,10,381.792600,381.249400,-0.543200
1,36,0.75220700,11,420.838200,420.826200,-0.012000
1,36,0.75220700,12,420.945100,420.826200,-0.118900
1,36,0.75220700,13,434.972500,434.636100,-0.336400
1,36,0.75220700,14,435.033500,434.636100,-0.397400
1,36,0.75220700,15,466.250600,466.017900,-0.232700
1,36,0.75220700,16,466.313000,466.017900,-0.295100
1,36,0.75220700,17,496.591500,496.454700,-0.136800
1,36,0.75220700,18,496.669800,496.454700,-0.215100
1,36,0.75220700,19,518.319300,518.117900,-0.201400
1,36,0.75220700,20,518.349700,518.117900,-0.231800
1,36,0.75220700,21,551.731500,551.113200,-0.618300
1,36,0.75220700,22,551.860400,551.113200,-0.747200
1,36,0.75220700,23,601.558000,601.351600,-0.206400
1,36,0.75220700,24,601.605800,601.351600,-0.254200
1,36,0.75220700,25,630.009500,630.528200,0.518700
1,36,0.75220700,26,630.229100,630.528200,0.299100
1,36,0.75220700,27,720.202000,718.671900,-1.530100
1,36,0.75220700,28,720.677000,718.671900,-2.005100
1,36,0.75220700,29,791.046800,790.789000,-0.257800
1,36,0.75220700,30,791.100400,790.789000,-0.311400
1,37,0.76899400,1,216.311400,216.064600,-0.246800
1,37,0.76899400,2,216.456200,216.064600,-0.391600
1,37,0.76899400,3,237.772200,237.380900,-0.391300
1,37,0.76899400,4,237.902200,237.380900,-0.521300
1,37,0.76899400,5,293.625200,293.507800,-0.117400
1,37,0.76899400,6,293.657200,293.507800,-0.149400
1,37,0.76899400,7,350.387000,349.646200,-0.740800
1,37,0.76899400,8,350.472600,349.646200,-0.826400
1,37,0.76899400,9,381.686100,381.348700,-0.337400
1,37,0.76899400,10,381.893700,381.348700,-0.545000
1,37,0.76899400,11,420.887400,420.845000,-0.042400
1,37,0.76899400,12,420.996900,420.845000,-0.151900
1,37,0.76899400,13,435.494800,435.159000,-0.335800
1,37,0.76899400,14,435.559800,435.159000,-0.400800
1,37,0.76899400,15,464.736300,464.508700,-0.227600
1,37,0.76899400,16,464.785300,464.508700,-0.276600
1,37,0.76899400,17,497.011800,496.867200,-0.144600
1,37,0.76899400,18,497.109300,496.867200,-0.242100
1,37,0.76899400,19,518.688200,518.490400,-0.197800
1,37,0.76899400,20,518.720800,518.490400,-0.230400
1,37,0.76899400,21,550.837000,550.242900,-0.594100
1,37,0.76899400,22,550.961500,550.242900,-0.718600
1,37,0.76899400,23,602.480900,602.275600,-0.205300
1,37,0.76899400,24,602.513300,602.275600,-0.237700
1,37,0.76899400,25,630.702000,631.188900,0.486900
1,37,0.76899400,26,630.931400,631.188900,0.257500
1,37,0.76899400,27,720.035400,718.528000,-1.507400
1,37,0.76899400,28,720.497600,718.528000,-1.969600
1,37,0.76899400,29,790.656700,790.389000,-0.267700
1,37,0.76899400,30,790.712700,790.389000,-0.323700
1,38,0.78578200,1,216.300400,216.066600,-0.233800
1,38,0.78578200,2,216.443600,216.066600,-0.377000
1,38,0.78578200,3,238.594200,238.214700,-0.379500
1,38,0.78578200,4,238.734000,238.214700,-0.519300
1,38,0.78578200,5,293.692500,293.576100,-0.116400
1,38,0.78578200,6,293.724000,293.576100,-0.147900
1,38,0.78578200,7,349.618100,348.883100,-0.735000
1,38,0.78578200,8,349.701000,348.883100,-0.817900
1,38,0.78578200,9,381.771400,381.427300,-0.344100
1,38,0.78578200,10,381.974200,381.427300,-0.546900
1,38,0.78578200,11,420.698200,420.624700,-0.073500
1,38,0.78578200,12,420.807400,420.624700,-0.182700
1,38,0.78578200,13,436.259400,435.920400,-0.339000
1,38,0.78578200,14,436.326000,435.920400,-0.405600
1,38,0.78578200,15,463.199600,462.975200,-0.224400
1,38,0.78578200,16,463.237000,462.975200,-0.261800
1,38,0.78578200,17,497.406400,497.256600,-0.149800
1,38,0.78578200,18,497.523000,497.256600,-0.266400
1,38,0.78578200,19,518.977300,518.782100,-0.195200
1,38,0.78578200,20,519.013800,518.782100,-0.231700
1,38,0.78578200,21,549.987900,549.423000,-0.564900
1,38,0.78578200,22,550.113800,549.423000,-0.690800
1,38,0.78578200,23,603.428700,603.229200,-0.199500
1,38,0.78578200,24,603.451600,603.229200,-0.222400
1,38,0.78578200,25,631.480100,631.931100,0.451000
1,38,0.78578200,26,631.718800,631.931100,0.212300
1,38,0.78578200,27,719.876600,718.394900,-1.481700
1,38,0.78578200,28,720.324600,718.394900,-1.929700
1,38,0.78578200,29,790.195300,789.916700,-0.278600
1,38,0.78578200,30,790.254100,789.916700,-0.337400
1,39,0.80256900,1,216.371800,216.152400,-0.219400
1,39,0.80256900,2,216.514400,216.152400,-0.362000
1,39,0.80256900,3,239.474500,239.106900,-0.367600
1,39,0.80256900,4,239.623700,239.106900,-0.516800
1,39,0.80256900,5,293.749300,293.634100,-0.115200
1,39,0.80256900,6,293.780600,293.634100,-0.146500
1,39,0.80256900,7,348.831200,348.103100,-0.728100
1,39,0.80256900,8,348.912300,348.103100,-0.809200
1,39,0.80256900,9,381.831600,381.479900,-0.351700
1,39,0.80256900,10,382.028500,381.479900,-0.548600
1,39,0.80256900,11,420.216200,420.112600,-0.103600
1,39,0.80256900,12,420.321600,420.112600,-0.209000
1,39,0.80256900,13,437.292600,436.944900,-0.347700
1,39,0.80256900,14,437.358200,436.944900,-0.413300
1,39,0.80256900,15,461.678500,461.457300,-0.221200
1,39,0.80256900,16,461.710200,461.457300,-0.252900
1,39,0.80256900,17,497.771100,497.618100,-0.153000
1,39,0.80256900,18,497.906100,497.618200,-0.287900
1,39,0.80256900,19,519.144500,518.950800,-0.193700
1,39,0.80256900,20,519.186600,518.950800,-0.235800
1,39,0.80256900,21,549.234500,548.703300,-0.531200
1,39,0.80256900,22,549.367500,548.703300,-0.664200
1,39,0.80256900,23,604.376300,604.189200,-0.187100
1,39,0.80256900,24,604.400600,604.189200,-0.211400
1,39,0.80256900,25,632.332600,632.744000,0.411400
1,39,0.80256900,26,632.579400,632.744000,0.164600
1,39,0.80256900,27,719.738000,718.284800,-1.453200
1,39,0.80256900,28,720.170200,718.284800,-1.885400
1,39,0.80256900,29,789.659100,789.368800,-0.290300
1,39,0.80256900,30,789.720900,789.368800,-0.352100
1,40,0.81935600,1,216.540400,216.336600,-0.203800
1,40,0.81935600,2,216.683400,216.336600,-0.346800
1,40,0.81935600,3,240.407800,240.051900,-0.355900
1,40,0.81935600,4,240.565500,240.051900,-0.513600
1,40,0.81935600,5,293.789900,293.675900,-0.114000
1,40,0.81935600,6,293.821300,293.675900,-0.145400
1,40,0.81935600,7,348.044700,347.324200,-0.720500
1,40,0.81935600,8,348.124600,347.324200,-0.800400
1,40,0.81935600,9,381.863400,381.503600,-0.359800
1,40,0.81935600,10,382.053300,381.503600,-0.549700
1,40,0.81935600,11,419.417100,419.286200,-0.130900
1,40,0.81935600,12,419.515300,419.286200,-0.229100
1,40,0.81935600,13,438.591000,438.228600,-0.362400
1,40,0.81935600,14,438.654100,438.228600,-0.425500
1,40,0.81935600,15,460.202400,459.986800,-0.215600
1,40,0.81935600,16,460.238500,459.986800,-0.251700
1,40,0.81935600,17,498.106000,497.951000,-0.155000
1,40,0.81935600,18,498.257600,497.951000,-0.306600
1,40,0.81935600,19,519.154700,518.961400,-0.193300
1,40,0.81935600,20,519.203300,518.961400,-0.241900
1,40,0.81935600,21,548.620200,548.125500,-0.494700
1,40,0.81935600,22,548.764300,548.125500,-0.638800
1,40,0.81935600,23,605.308300,605.137700,-0.170600
1,40,0.81935600,24,605.340700,605.137700,-0.203000
1,40,0.81935600,25,633.246300,633.615100,0.368800
1,40,0.81935600,26,633.499800,633.615100,0.115300
1,40,0.81935600,27,719.631900,718.209700,-1.422200
1,40,0.81935600,28,720.047000,718.209700,-1.837300
1,40,0.81935600,29,789.044800,788.742100,-0.302700
1,40,0.81935600,30,789.109800,788.742200,-0.367600
1,41,0.83614300,1,216.817700,216.630000,-0.187700
1,41,0.83614300,2,216.961900,216.630000,-0.331900
1,41,0.83614300,3,241.391300,241.047100,-0.344200
1,41,0.83614300,4,241.556900,241.047100,-0.509800
1,41,0.83614300,5,293.808600,293.695700,-0.112900
1,41,0.83614300,6,293.840300,293.695700,-0.144600
1,41,0.83614300,7,347.274200,346.562300,-0.711900
1,41,0.83614300,8,347.353600,346.562300,-0.791300
1,41,0.83614300,9,381.865900,381.497800,-0.368100
1,41,0.83614300,10,382.047700,381.497800,-0.549900
1,41,0.83614300,11,418.303800,418.149000,-0.154800
1,41,0.83614300,12,418.392300,418.149000,-0.243300
1,41,0.83614300,13,440.126000,439.743500,-0.382500
1,41,0.83614300,14,440.186600,439.743500,-0.443100
1,41,0.83614300,15,458.796400,458.588200,-0.208200
1,41,0.83614300,16,458.844800,458.588200,-0.256600
1,41,0.83614300,17,498.412800,498.256100,-0.156700
1,41,0.83614300,18,498.578800,498.256100,-0.322700
1,41,0.83614300,19,518.984500,518.790600,-0.193900
1,41,0.83614300,20,519.039200,518.790600,-0.248600
1,41,0.83614300,21,548.177000,547.719800,-0.457200
1,41,0.83614300,22,548.333900,547.719800,-0.614100
1,41,0.83614300,23,606.214900,606.061200,-0.153700
1,41,0.83614300,24,606.256100,606.061200,-0.194900
1,41,0.83614300,25,634.206300,634.530400,0.324100
1,41,0.83614300,26,634.465000,634.530400,0.065400
1,41,0.83614300,27,719.570500,718.181700,-1.388800
1,41,0.83614300,28,719.967500,718.181700,-1.785800
1,41,0.83614300,29,788.349500,788.034000,-0.315500
1,41,0.83614300,30,788.417800,788.034000,-0.383800
1,42,0.85293000,1,217.211900,217.040500,-0.171400
1,42,0.85293000,2,217.357900,217.040500,-0.317400
1,42,0.85293000,3,242.425300,242.092700,-0.332600
1,42,0.85293000,4,242.598000,242.092700,-0.505300
1,42,0.85293000,5,293.800100,293.688200,-0.111900
1,42,0.85293000,6,293.832600,293.688200,-0.144400
1,42,0.85293000,7,346.533200,345.831000,-0.702200
1,42,0.85293000,8,346.612800,345.831000,-0.781800
1,42,0.85293000,9,381.840000,381.463700,-0.376300
1,42,0.85293000,10,382.012700,381.463800,-0.548900
1,42,0.85293000,11,416.896700,416.721500,-0.175200
1,42,0.85293000,12,416.974300,416.721500,-0.252800
1,42,0.85293000,13,441.852400,441.445300,-0.407100
1,42,0.85293000,14,441.912400,441.445300,-0.467100
1,42,0.85293000,15,457.482200,457.282000,-0.200200
1,42,0.85293000,16,457.545800,457.282000,-0.263800
1,42,0.85293000,17,498.693800,498.534700,-0.159100
1,42,0.85293000,18,498.871300,498.534700,-0.336600
1,42,0.85293000,19,518.625000,518.430200,-0.194800
1,42,0.85293000,20,518.685100,518.430300,-0.254800
1,42,0.85293000,21,547.923100,547.502300,-0.420800
1,42,0.85293000,22,548.092600,547.502300,-0.590300
1,42,0.85293000,23,607.088100,606.949900,-0.138200
1,42,0.85293000,24,607.136600,606.949900,-0.186700
1,42,0.85293000,25,635.197200,635.475200,0.278000
1,42,0.85293000,26,635.459200,635.475200,0.016000
1,42,0.85293000,27,719.565300,718.211800,-1.353500
1,42,0.85293000,28,719.943200,718.211800,-1.731400
1,42,0.85293000,29,787.570900,787.242400,-0.328500
1,42,0.85293000,30,787.642900,787.242400,-0.400500
1,43,0.86971800,1,217.727500,217.572100,-0.155400
1,43,0.86971800,2,217.875900,217.572100,-0.303800
1,43,0.86971800,3,243.512800,243.191800,-0.321000
1,43,0.86971800,4,243.691800,243.191800,-0.500000
1,43,0.86971800,5,293.759900,293.648800,-0.111100
1,43,0.86971800,6,293.793600,293.648800,-0.144800
1,43,0.86971800,7,345.832300,345.140700,-0.691600
1,43,0.86971800,8,345.912600,345.140800,-0.771800
1,43,0.86971800,9,381.788500,381.404700,-0.383800
1,43,0.86971800,10,381.951200,381.404700,-0.546500
1,43,0.86971800,11,415.226000,415.033200,-0.192800
1,43,0.86971800,12,415.292000,415.033200,-0.258800
1,43,0.86971800,13,443.711800,443.275900,-0.435900
1,43,0.86971800,14,443.774100,443.275900,-0.498200
1,43,0.86971800,15,456.282100,456.091100,-0.191000
1,43,0.86971800,16,456.361000,456.091100,-0.269900
1,43,0.86971800,17,498.950500,498.787500,-0.163000
1,43,0.86971800,18,499.136000,498.787500,-0.348500
1,43,0.86971800,19,518.083800,517.888500,-0.195300
1,43,0.86971800,20,518.148000,517.888500,-0.259500
1,43,0.86971800,21,547.862000,547.474800,-0.387200
1,43,0.86971800,22,548.042400,547.474800,-0.567600
1,43,0.86971800,23,607.922200,607.797400,-0.124800
1,43,0.86971800,24,607.976000,607.797400,-0.178600
1,43,0.86971800,25,636.203200,636.434500,0.231300
1,43,0.86971800,26,636.467000,636.434500,-0.032500
1,43,0.86971800,27,719.626400,718.309900,-1.316500
1,43,0.86971800,28,719.984600,718.309900,-1.674700
1,43,0.86971800,29,786.707800,786.366000,-0.341800
1,43,0.86971800,30,786.783600,786.366000,-0.417600
1,44,0.88650500,1,218.365200,218.224900,-0.140300
1,44,0.88650500,2,218.516200,218.224900,-0.291300
1,44,0.88650500,3,244.659200,244.349900,-0.309300
1,44,0.88650500,4,244.843800,244.349900,-0.493900
1,44,0.88650500,5,293.684700,293.573700,-0.111000
1,44,0.88650500,6,293.720000,293.573700,-0.146300
1,44,0.88650500,7,345.179200,344.499600,-0.679600
1,44,0.88650500,8,345.260600,344.499600,-0.761000
1,44,0.88650500,9,381.715200,381.324900,-0.390300
1,44,0.88650500,10,381.867100,381.324900,-0.542200
1,44,0.88650500,11,413.325700,413.117600,-0.208100
1,44,0.88650500,12,413.380500,413.117600,-0.262900
1,44,0.88650500,13,445.621600,445.151800,-0.469800
1,44,0.88650500,14,445.689800,445.151800,-0.538000
1,44,0.88650500,15,455.237200,455.058600,-0.178600
1,44,0.88650500,16,455.329400,455.058600,-0.270800
1,44,0.88650500,17,499.182300,499.012600,-0.169700
1,44,0.88650500,18,499.371800,499.012600,-0.359200
1,44,0.88650500,19,517.383300,517.188600,-0.194700
1,44,0.88650500,20,517.450600,517.188600,-0.262000
1,44,0.88650500,21,547.984400,547.627000,-0.357400
1,44,0.88650500,22,548.173500,547.627000,-0.546500
1,44,0.88650500,23,608.712800,608.598900,-0.113900
1,44,0.88650500,24,608.770000,608.598900,-0.171100
1,44,0.88650500,25,637.209300,637.394200,0.184900
1,44,0.88650500,26,637.473600,637.394200,-0.079400
1,44,0.88650500,27,719.762300,718.484100,-1.278200
1,44,0.88650500,28,720.100200,718.484100,-1.616100
1,44,0.88650500,29,785.759700,785.404700,-0.355000
1,44,0.88650500,30,785.839500,785.404700,-0.434800
1,45,0.90329200,1,219.121100,218.994700,-0.126400
1,45,0.90329200,2,219.274800,218.994700,-0.280100
1,45,0.90329200,3,245.870400,245.573000,-0.297400
1,45,0.90329200,4,246.059800,245.573100,-0.486700
1,45,0.90329200,5,293.571900,293.460200,-0.111700
1,45,0.90329200,6,293.609000,293.460200,-0.148800
1,45,0.90329200,7,344.578500,343.912000,-0.666500
1,45,0.90329200,8,344.661100,343.912000,-0.749100
1,45,0.90329200,9,381.625000,381.229700,-0.395300
1,45,0.90329200,10,381.765500,381.229700,-0.535800
1,45,0.90329200,11,411.231200,411.009300,-0.221900
1,45,0.90329200,12,411.275900,411.009300,-0.266600
1,45,0.90329200,13,447.427300,446.918100,-0.509200
1,45,0.90329200,14,447.505200,446.918100,-0.587100
1,45,0.90329200,15,454.458900,454.296100,-0.162800
1,45,0.90329200,16,454.558500,454.296100,-0.262400
1,45,0.90329200,17,499.384900,499.205200,-0.179700
1,45,0.90329200,18,499.574000,499.205200,-0.368800
1,45,0.90329200,19,516.558100,516.365500,-0.192600
1,45,0.90329200,20,516.628000,516.365500,-0.262500
1,45,0.90329200,21,548.273000,547.941000,-0.332000
1,45,0.90329200,22,548.468200,547.941000,-0.527200
1,45,0.90329200,23,609.456300,609.350700,-0.105600
1,45,0.90329200,24,609.515500,609.350700,-0.164800
1,45,0.90329200,25,638.201800,638.341300,0.139500
1,45,0.90329200,26,638.465300,638.341300,-0.124000
1,45,0.90329200,27,719.979100,718.739900,-1.239200
1,45,0.90329200,28,720.296400,718.739900,-1.556500
1,45,0.90329200,29,784.727500,784.359500,-0.368000
1,45,0.90329200,30,784.811600,784.359500,-0.452100
1,46,0.92007900,1,219.987800,219.873700,-0.114100
1,46,0.92007900,2,220.144200,219.873700,-0.270500
1,46,0.92007900,3,247.156000,246.870800,-0.285200
1,46,0.92007900,4,247.349200,246.870800,-0.478400
1,46,0.92007900,5,293.420900,293.307400,-0.113500
1,46,0.92007900,6,293.460100,293.307400,-0.152700
1,46,0.92007900,7,344.031700,343.379700,-0.652000
1,46,0.92007900,8,344.115500,343.379700,-0.735800
1,46,0.92007900,9,381.524100,381.125500,-0.398600
1,46,0.92007900,10,381.652600,381.125500,-0.527100
1,46,0.92007900,11,408.978000,408.743400,-0.234600
1,46,0.92007900,12,409.014700,408.743400,-0.271300
1,46,0.92007900,13,448.772600,448.237100,-0.535500
1,46,0.92007900,14,448.865300,448.237100,-0.628200
1,46,0.92007900,15,454.261800,454.098600,-0.163200
1,46,0.92007900,16,454.355700,454.098600,-0.257100
1,46,0.92007900,17,499.550200,499.356200,-0.194000
1,46,0.92007900,18,499.733800,499.356200,-0.377600
1,46,0.92007900,19,515.651700,515.462600,-0.189100
1,46,0.92007900,20,515.724200,515.462600,-0.261600
1,46,0.92007900,21,548.706600,548.396100,-0.310500
1,46,0.92007900,22,548.906000,548.396100,-0.509900
1,46,0.92007900,23,610.149500,610.049800,-0.099700
1,46,0.92007900,24,610.209800,610.049800,-0.160000
1,46,0.92007900,25,639.169000,639.264800,0.095800
1,46,0.92007900,26,639.431000,639.264800,-0.166200
1,46,0.92007900,27,720.280100,719.080200,-1.199900
1,46,0.92007900,28,720.576700,719.080300,-1.496400
1,46,0.92007900,29,783.613600,783.232800,-0.380800
1,46,0.92007900,30,783.702200,783.232800,-0.469400
1,47,0.93686600,1,220.953800,220.850100,-0.103700
1,47,0.93686600,2,221.112600,220.850100,-0.262500
1,47,0.93686600,3,248.526000,248.253400,-0.272600
1,47,0.93686600,4,248.722300,248.253400,-0.468900
1,47,0.93686600,5,293.232500,293.115900,-0.116600
1,47,0.93686600,6,293.274000,293.115900,-0.158100
1,47,0.93686600,7,343.537400,342.901400,-0.636000
1,47,0.93686600,8,343.622000,342.901400,-0.720600
1,47,0.93686600,9,381.419100,381.019500,-0.399600
1,47,0.93686600,10,381.535400,381.019500,-0.515900
1,47,0.93686600,11,406.601200,406.354600,-0.246600
1,47,0.93686600,12,406.632700,406.354600,-0.278100
1,47,0.93686600,13,449.162000,448.657000,-0.505000
1,47,0.93686600,14,449.274600,448.657000,-0.617600
1,47,0.93686600,15,455.093800,454.875100,-0.218700
1,47,0.93686600,16,455.175800,454.875100,-0.300700
1,47,0.93686600,17,499.664300,499.451400,-0.212900
1,47,0.93686600,18,499.837100,499.451400,-0.385700
1,47,0.93686600,19,514.714100,514.529100,-0.185000
1,47,0.93686600,20,514.789600,514.529200,-0.260400
1,47,0.93686600,21,549.264700,548.972000,-0.292700
1,47,0.93686600,22,549.466500,548.972000,-0.494500
1,47,0.93686600,23,610.788600,610.693100,-0.095500
1,47,0.93686600,24,610.850500,610.693100,-0.157400
1,47,0.93686600,25,640.101600,640.155700,0.054100
1,47,0.93686600,26,640.361400,640.155700,-0.205700
1,47,0.93686600,27,720.665400,719.504600,-1.160800
1,47,0.93686600,28,720.941400,719.504600,-1.436800
1,47,0.93686600,29,782.422000,782.028800,-0.393200
1,47,0.93686600,30,782.515300,782.028800,-0.486500
1,48,0.95365300,1,222.003500,221.908100,-0.095400
1,48,0.95365300,2,222.164400,221.908100,-0.256300
1,48,0.95365300,3,249.991500,249.732100,-0.259400
1,48,0.95365300,4,250.190000,249.732100,-0.457900
1,48,0.95365300,5,293.009600,292.888200,-0.121400
1,48,0.95365300,6,293.053400,292.888200,-0.165200
1,48,0.95365300,7,343.090600,342.472300,-0.618300
1,48,0.95365300,8,343.175600,342.472300,-0.703300
1,48,0.95365300,9,381.317500,380.919400,-0.398100
1,48,0.95365300,10,381.421600,380.919400,-0.502200
1,48,0.95365300,11,404.134900,403.876400,-0.258500
1,48,0.95365300,12,404.164800,403.876400,-0.288400
1,48,0.95365300,13,448.726400,448.268000,-0.458400
1,48,0.95365300,14,448.854200,448.268000,-0.586200
1,48,0.95365300,15,456.775300,456.493600,-0.281700
1,48,0.95365300,16,456.859800,456.493600,-0.366200
1,48,0.95365300,17,499.707700,499.471200,-0.236500
1,48,0.95365300,18,499.864100,499.471200,-0.392900
1,48,0.95365300,19,513.800000,513.618900,-0.181100
1,48,0.95365300,20,513.879500,513.618900,-0.260600
1,48,0.95365300,21,549.929700,549.651700,-0.278000
1,48,0.95365300,22,550.132400,549.651700,-0.480700
1,48,0.95365300,23,611.369700,611.276900,-0.092800
1,48,0.95365300,24,611.434500,611.276900,-0.157600
1,48,0.95365300,25,640.992600,641.007900,0.015300
1,48,0.95365300,26,641.250100,641.007900,-0.242200
1,48,0.95365300,27,721.131400,720.009000,-1.122400
1,48,0.95365300,28,721.387000,720.009000,-1.378000
1,48,0.95365300,29,781.158600,780.753500,-0.405100
1,48,0.95365300,30,781.256900,780.753500,-0.503400
1,49,0.97044100,1,223.117900,223.028500,-0.089400
1,49,0.97044100,2,223.280400,223.028500,-0.251900
1,49,0.97044100,3,251.563800,251.317800,-0.246000
1,49,0.97044100,4,251.763400,251.317800,-0.445600
1,49,0.97044100,5,292.756800,292.628800,-0.128000
1,49,0.97044100,6,292.803100,292.628900,-0.174200
1,49,0.97044100,7,342.683500,342.084800,-0.598700
1,49,0.97044100,8,342.768400,342.084800,-0.683600
1,49,0.97044100,9,381.227000,380.833500,-0.393500
1,49,0.97044100,10,381.319800,380.833500,-0.486300
1,49,0.97044100,11,401.612900,401.341900,-0.271000
1,49,0.97044100,12,401.644100,401.341900,-0.302200
1,49,0.97044100,13,447.921500,447.488100,-0.433400
1,49,0.97044100,14,448.056800,447.488100,-0.568700
1,49,0.97044100,15,458.813200,458.494900,-0.318300
1,49,0.97044100,16,458.906900,458.494900,-0.412000
1,49,0.97044100,17,499.656400,499.392400,-0.264000
1,49,0.97044100,18,499.791000,499.392400,-0.398600
1,49,0.97044100,19,512.966700,512.787900,-0.178800
1,49,0.97044100,20,513.052200,512.787900,-0.264300
1,49,0.97044100,21,550.687800,550.422100,-0.265700
1,49,0.97044100,22,550.890400,550.422100,-0.468300
1,49,0.97044100,23,611.888100,611.797100,-0.091000
1,49,0.97044100,24,611.958000,611.797100,-0.160900
1,49,0.97044100,25,641.838000,641.817500,-0.020500
1,49,0.97044100,26,642.093200,641.817500,-0.275700
1,49,0.97044100,27,721.670500,720.585200,-1.085300
1,49,0.97044100,28,721.906300,720.585200,-1.321100
