0.000000000000000000e+00 -2.161224286258732474e-02 -8.612408512394684190e-03 -3.439963015365446204e-03 -6.913670076954622496e-07 -2.707161015954833486e-07 -2.379012627979908031e-07 3.057896350082589532e+00 3.058260365608940212e+00 4.273081307173690391e+00 4.273331633066304924e+00 7.107049703066118163e+00 7.107538646572379548e+00 8.487077498237820095e+00 8.487266400603507677e+00 8.831581406041193461e+00 8.841102131239415129e+00 1.039883274282059133e+01 1.039936650027318521e+01 1.105137795736239603e+01 1.105232634139974834e+01 1.175051506162541237e+01 1.175186703886380002e+01 1.280334444387623805e+01 1.280415870925024535e+01 1.524562730088849527e+01 1.524777972186254971e+01 1.781048889689767378e+01 1.781061071778641747e+01 2.292234566202771617e+01 2.292342626544482798e+01
1.519769838211115992e-03 -9.811191477588111776e-03 -4.007887893758432622e-03 5.916957942869317810e-02 6.099415336428305745e-02 9.415912893566402708e-02 1.007448469726926199e-01 3.058103478323699331e+00 3.058466050273135561e+00 4.273461446777881534e+00 4.273710773393596618e+00 7.107106189298050936e+00 7.107594022980121551e+00 8.487346449439526097e+00 8.487540528992427724e+00 8.831290273205858909e+00 8.840780963170260520e+00 1.039874494307137454e+01 1.039927699854872500e+01 1.105138248914784427e+01 1.105232939342789322e+01 1.175061188030104375e+01 1.175195946594022800e+01 1.280339567102160991e+01 1.280420776058472576e+01 1.524550308560714917e+01 1.524764984619241837e+01 1.781032853738247468e+01 1.781045007640349809e+01 2.292243565381709658e+01 2.292351358098457936e+01
3.039539676422231985e-03 -1.097027692471714763e-02 7.368626163660863156e-03 1.208704217994132218e-01 1.219786864603089743e-01 1.927556453932181835e-01 1.988133064260393101e-01 3.058724907005200944e+00 3.059083175184794001e+00 4.274601749373205806e+00 4.274848100091454661e+00 7.107275164340682849e+00 7.107759664161393154e+00 8.488152956520250925e+00 8.488362491911528807e+00 8.830418360224525642e+00 8.839819280654403144e+00 1.039848214219320965e+01 1.039900912058152649e+01 1.105139570572433172e+01 1.105233815870998448e+01 1.175090256387527887e+01 1.175223704095593114e+01 1.280354894948560052e+01 1.280435453548627400e+01 1.524513041170157202e+01 1.524726025609188262e+01 1.780984721125322068e+01 1.780996790788148587e+01 2.292270549998409734e+01 2.292377542569069959e+01
4.559309514633348194e-03 -1.085204830398384460e-02 1.208237328629273820e-02 1.820074805247981764e-01 1.829082737798290448e-01 2.908215652524360761e-01 2.967115279845277120e-01 3.059760772170020182e+00 3.060111956746196071e+00 4.276501868003724560e+00 4.276743331520393099e+00 7.107555182113656222e+00 7.108034112104246738e+00 8.489495924100992852e+00 8.489730969518237913e+00 8.828970174228738088e+00 8.838222593394155169e+00 1.039804613000626965e+01 1.039856474198915492e+01 1.105141647607135980e+01 1.105235147146759012e+01 1.175138779210719520e+01 1.175270064099860967e+01 1.280380307134766049e+01 1.280459789731217057e+01 1.524450919698210960e+01 1.524661106330362337e+01 1.780904417742941348e+01 1.780916348071476918e+01 2.292315481350161832e+01 2.292421149404566805e+01
6.079079352844464837e-03 -8.437100652143437671e-03 1.667920453765864980e-02 2.429658935622533711e-01 2.437741972979578231e-01 3.886195528206570216e-01 3.943753307104261863e-01 3.061211314567692909e+00 3.061552767904121897e+00 4.279161230013610151e+00 4.279396002286369516e+00 7.107943848673594189e+00 7.108414956984447919e+00 8.491373336446509157e+00 8.491643580744172581e+00 8.826953399847928594e+00 8.836000237340865482e+00 1.039743987196610142e+01 1.039794696886816183e+01 1.105144293285759005e+01 1.105236741070830853e+01 1.175206868832649576e+01 1.175335171368532272e+01 1.280415602671576814e+01 1.280493595386179528e+01 1.524363931109532189e+01 1.524570245744015473e+01 1.780791820633761446e+01 1.780803558110170925e+01 2.292378295123934606e+01 2.292482127759167909e+01
7.598849191055581480e-03 6.580323656145267361e-03 2.178175952521344688e-02 3.038103764473267243e-01 3.045642826068167830e-01 4.861357112140806680e-01 4.917483764103854904e-01 3.063076901084384573e+00 3.063406157011540287e+00 4.282579045284602870e+00 4.282805469119364439e+00 7.108437846240445168e+00 7.108898866826357299e+00 8.493781957386543624e+00 8.494096595726652765e+00 8.824379173600169324e+00 8.833165620133719642e+00 1.039666748297029386e+01 1.039716010814094282e+01 1.105147249889367522e+01 1.105238333275522322e+01 1.175294680505702161e+01 1.175419225601772055e+01 1.280460500865375728e+01 1.280536606066270267e+01 1.524252058539619448e+01 1.524453471103772451e+01 1.780646758822859610e+01 1.780658252098651317e+01 2.292458901681024130e+01 2.292560406602998313e+01
9.118619029266696388e-03 1.600206804677146294e-02 2.764750545167671963e-02 3.645505115846480182e-01 3.652648195796936448e-01 5.833185667607797553e-01 5.887694949793690347e-01 3.065358055591909547e+00 3.065672875147658072e+00 4.286754317431924477e+00 4.286970918845429246e+00 7.109032966303197476e+00 7.109481627800383841e+00 8.496716878236311388e+00 8.497084500299219911e+00 8.821262500502044190e+00 8.829736598207192699e+00 1.039573419103490259e+01 1.039620962653027370e+01 1.105150192394608055e+01 1.105239591595050008e+01 1.175402410394881159e+01 1.175522478507953039e+01 1.280514642000921022e+01 1.280588482553310570e+01 1.524115282662656412e+01 1.524310818661499844e+01 1.780469014477369782e+01 1.780480214927890614e+01 2.292557186450503437e+01 2.292655894874437550e+01
1.063838886747781390e-02 2.457058555401111372e-02 3.440648444169933790e-02 4.251804833348254986e-01 4.258610900979981073e-01 6.801068995968352349e-01 6.853751593840322620e-01 3.068055500112244260e+00 3.068353912855631194e+00 4.291685857624955247e+00 4.291891378193056106e+00 7.109724151249504409e+00 7.110158194011537702e+00 8.500170876847304768e+00 8.500599374891763205e+00 8.817622850089117392e+00 8.825736023915560224e+00 1.039464629118659289e+01 1.039510209864296186e+01 1.105152733165524559e+01 1.105240121673611142e+01 1.175530293008935168e+01 1.175645230087993376e+01 1.280577588207690631e+01 1.280648811438799939e+01 1.523953583425876701e+01 1.524142334571845758e+01 1.780258324389253488e+01 1.780269186621195487e+01 2.292673010426499403e+01 2.292768481673413561e+01
1.215815870568892967e-02 3.359749119182021265e-02 4.212396643368676585e-02 4.856889091855370322e-01 4.863377631035525894e-01 7.764359124587617567e-01 7.815006812996554419e-01 3.071170207525181439e+00 3.071450547600546699e+00 4.297372300607256612e+00 4.297565725097991951e+00 7.110505543780161197e+00 7.110922745413242652e+00 8.504133532905930437e+00 8.504630031677050894e+00 8.813484987128486381e+00 8.821192519682950817e+00 1.039341109001325236e+01 1.039384514477143462e+01 1.105154427618322899e+01 1.105239473613732493e+01 1.175678598080105886e+01 1.175787824173832163e+01 1.280648824501999705e+01 1.280717105825221047e+01 1.523766942132513158e+01 1.523948075992903739e+01 1.780014381775101029e+01 1.780024864078756153e+01 2.292806210762980612e+01 2.292898036493729919e+01
1.367792854390004545e-02 4.335300655427407057e-02 5.082928042623829218e-02 5.460620264349800301e-01 5.466791454268993267e-01 8.722391066815610161e-01 8.770807034278451653e-01 3.074703467442534421e+00 3.074964403652097111e+00 4.303812122405612506e+00 4.303992701090571416e+00 7.111370543180289161e+00 7.111768752324236331e+00 8.508590019712555019e+00 8.509160828079242123e+00 8.808880117257791298e+00 8.816141562012628441e+00 1.039203684141148010e+01 1.039244735914195772e+01 1.105154780807682258e+01 1.105237149552624665e+01 1.175847626907835952e+01 1.175950643269965390e+01 1.280727759996449677e+01 1.280792806144579465e+01 1.523555343851791477e+01 1.523728112379665767e+01 1.779736838385539244e+01 1.779746903124755875e+01 2.292956601458596566e+01 2.293044409492228297e+01
