b000,b001,b002,b003,b004,b005,b006,b007,b008,b009,b010,b011,b012,b013,b014,b015,b016,b017,b018,b019,b020,b021,b022,b023,b024,b025,b026,b027,b028,b029,b030,b031,b032,b033,b034,b035,b036,b037,b038,b039,b040,b041,b042,b043,b044,b045,b046,b047,b048,b049,b050,b051,b052,b053,b054,b055,b056,b057,b058,b059,b060,b061,b062,b063,b064,b065,b066,b067,b068,b069,b070,b071,b072,b073,b074,b075,b076,b077,b078,b079,b080,b081,b082,b083,b084,b085,b086,b087,b088,b089,b090,b091,b092,b093,b094,b095,b096,b097,b098,b099,b100,b101,b102,b103,b104,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,b143
2.074447506045281386e+00,1.989328461375295376e+01,6.222553269028967549e-01,-3.395382029052406381e+01,-3.018436077080581370e+01,-6.102104641250082295e+01,2.209390708650696666e+01,-2.483254398683014585e+01,8.715395947331529669e+00,5.146691875052900045e+00,4.947714013974596980e+01,-5.883504401028479691e+01,-1.091802930612648836e+01,2.211202625582200909e+01,-1.551110265699924540e+01,1.305654123749996529e+02,6.507298969822278067e+00,-2.381032541277104997e+01,4.195329642591655528e+01,7.602859709587136194e+01,-3.549584562343804350e+01,-9.678198761860800303e+00,-4.407839219050532620e+01,1.816282128237897098e+01,-9.530776002230116006e+00,1.736146484145197633e+01,-1.148971246094337539e+00,1.078271467079940216e+01,-1.450947913993678640e+01,-4.842753318974808252e+01,-2.695263181221175941e+01,-3.467267537232873309e+01,9.314691266360100030e+01,8.057226613407709692e+01,-1.666519342187125829e+01,2.598000276009105391e+01,3.268977869913919587e+00,-4.871811886060381624e+01,-3.936290516952666962e+00,-4.342847445302964360e+01,-4.248399125635025086e+01,-6.586316219836757568e+01,2.306647168099037870e+01,1.494042508006845793e+01,6.968322977562098686e+01,1.026066401134826407e+02,-4.434670987450537893e+01,5.454097545199803498e+00,7.172668458783965306e+00,-1.366274508287458644e+01,2.922106039954087109e+01,5.349758061498478412e+01,4.472310431364653560e+00,4.389944108188867489e+01,8.413903440930614863e+01,-2.125962620199256747e+01,-7.359130080986419387e+01,-8.531355547885522128e+01,-8.231457434595018441e+00,-6.236261469353477338e+01,-1.051964046332510883e+01,-3.363238684970846037e+01,-2.393942175049610377e+00,-9.652337125946765184e+01,2.565350029949963684e+01,4.392539558125330501e+01,-6.916030677330340382e+01,-2.286072022130163006e+01,5.768827341740247761e+01,-1.268364445740358981e+01,9.047927670958277702e+01,-2.643215666571209610e+01,-1.490235673517211090e+01,5.327833445055009776e+00,6.069606706267270368e+01,1.038379159719459999e+01,5.448008799782242306e+01,-1.771233524959777128e+01,-2.512701994862424471e+01,8.980207905911441912e+00,3.942326832434965667e+01,6.245429098365013232e+01,-1.876079439056889697e+01,-3.943593802430094541e+01,-2.520922024855982357e+01,-4.069852234377669964e-01,-7.598517767465380324e+00,-9.380721553046240668e-01,1.542515671934678867e-01,2.330013432443627508e+01,-4.021067525579743673e+00,2.898837219821690425e+01,-3.400829025878726952e+01,-1.951066108734005056e+01,-1.500521463445188033e+02,-1.773005859711397347e+00,4.348347344183405738e+00,4.450243072374824749e+01,1.608957459232764364e+01,1.691859705507002332e+01,3.416900178366471863e+01,-3.616550628557566682e+01,-1.804317900602596580e+01,3.849155318530913661e+01,4.153355121145794726e+01,1.467234464296682361e+01,-3.730480089331684468e+01,7.780633707595605131e+01,-1.656777207155002145e+02,-4.753393772752447788e+00,-1.796572523478264927e+01,-9.542524614963466822e-01,1.167477655767424594e+01,1.533453621059159167e+00,5.855805358934089710e-01,-1.068064638057923332e+01,1.044758500385788835e+01,2.153272804663206230e+01,7.704504662307461160e+01,2.423572134641981535e+01,-2.912097722054118520e+01,3.565503281854157880e+00,-4.166142307255450206e+00,-1.315592794780972952e+01,-5.277985074684970357e+00,-6.793213205509813690e+01,4.742232200216700733e+01,1.861842728032681649e+01,4.514647231802012328e+01,8.650011373983041096e+01,-4.097678455453276314e+01,-5.442738015350500547e+01,1.667450916958731710e+01,-5.579330257225015544e+01,2.797327711608109890e+00,-1.575286211181260887e+00,3.628345112729964939e+01,1.632968118631927013e+01,-1.247375409841206739e+01,3.468860405419060555e+01,-7.547159705075825009e+00,-3.498684457561834904e+01,2.421858322536757058e+01,-5.106753378755228567e+01
1.553699306807924785e+00,9.158598313550122327e+00,1.067966009258909610e+00,-1.851208319583496120e+01,-1.386346105867319523e+01,-2.829191324861341883e+01,1.026193345684758995e+01,-1.348303269514064695e+01,4.008484510776625598e+00,8.782707521509485193e-01,2.060474734229683946e+01,-2.840343180299831261e+01,-7.450062004955736228e+00,1.061243430189201220e+01,-9.867924755950788551e+00,6.387992767568883323e+01,2.717946021997838635e+00,-1.218229482891698723e+01,1.956792530811093656e+01,3.392186000665337531e+01,-2.076332802422213675e+01,-2.708571372146518996e+00,-2.213445660024104455e+01,8.370160505086106539e+00,-4.065447128136102428e+00,8.922779178800087863e+00,-2.745790141694753661e+00,4.332444949171428306e+00,-7.666670698600807299e+00,-1.993785283896716365e+01,-1.392030504910614397e+01,-1.650935920162958936e+01,4.495391596753444219e+01,4.008028390062706592e+01,-9.034737705948014508e+00,1.368056068351438626e+01,1.429607768335329210e+00,-2.616398835297681202e+01,-4.922424964817811777e+00,-2.132068983081751767e+01,-2.008441675246575286e+01,-3.363230553378392784e+01,1.117164327895384091e+01,7.514588375390858666e+00,3.297253249275025411e+01,4.757412612951318209e+01,-2.174674982979169613e+01,2.726939819298238810e+00,3.017993208294505347e+00,-5.205688327062966358e+00,1.546914283374916188e+01,2.594773126346833081e+01,2.024869714216473326e+00,2.097297899095307372e+01,3.809608852434279669e+01,-1.003102858998099123e+01,-3.206689823458259525e+01,-4.060191922376009899e+01,-4.596512199821144229e+00,-3.469363167224403099e+01,-4.834829546105563480e+00,-1.524888601695245782e+01,-1.701278996651610420e+00,-4.364840812069130038e+01,1.177527804722623195e+01,1.972361662378234115e+01,-3.176211487751948326e+01,-1.138193810568179032e+01,3.099640003628129747e+01,-5.882743205092584304e+00,4.328265100145367228e+01,-1.247205622573000738e+01,-6.685557942464611436e+00,3.804710276207174946e+00,3.030710824011450200e+01,1.918062623576982872e+00,2.793539745909562200e+01,-8.783223390915392059e+00,-1.242400626728890956e+01,4.635391311231125577e+00,1.485980050378216077e+01,3.260728973198804681e+01,-4.996778968633146079e+00,-2.045528970521964496e+01,-1.677848974141260996e+01,-1.534686213685997613e-01,-2.923797537612398578e+00,3.496591285513427905e-01,-7.074273774978021012e-02,1.599765868267855673e+01,-2.147257897918424696e+00,1.574546322102820284e+01,-1.651875865904290919e+01,-1.021496257329918045e+01,-7.002514853488196422e+01,-7.918750321849640228e-01,1.955642246413644925e+00,2.362993424762412786e+01,9.706814432618974919e+00,8.433968614069618397e+00,1.599978373682038502e+01,-2.265751084387261471e+01,-9.266469247567606260e+00,2.032198225395337587e+01,1.861316614195719410e+01,7.574687095017899274e+00,-1.890554859250893927e+01,3.844988677257295961e+01,-7.593222205776856981e+01,6.922204676800718381e-01,-9.368661486751896916e+00,-7.684209665454030946e-02,6.310043165278025334e+00,7.819858593673355562e-01,5.482507390547513015e-01,-8.265714221543484896e+00,5.153339521822972280e+00,9.707370377501655767e+00,4.142069009933732104e+01,1.037301009018195863e+01,-1.054041759314401538e+01,1.157599854741195200e+00,-1.712375862781446711e+00,-7.685432814438956761e+00,-2.175077615547555965e+00,-3.169582929512534974e+01,2.334024703953616964e+01,8.572822092958471529e+00,2.233933832500997596e+01,4.369714938262690396e+01,-2.044084172015706358e+01,-2.693517782476513389e+01,8.904752671685546517e+00,-2.499169967725740094e+01,1.103550486518885210e+00,5.120839424792806849e-01,1.498408375650465985e+01,8.638102079839491410e+00,-7.581844514804060076e+00,1.843060284060650034e+01,-3.517232997909018888e+00,-1.543321931859805574e+01,1.284527535662668107e+01,-2.118259445637244553e+01
1.329094069072116469e+00,5.580649102360938585e+00,1.138516894640018151e+00,-1.306366318625250678e+01,-8.089983009143935533e+00,-1.746884126360432177e+01,6.217528826324612012e+00,-9.431110881335190044e+00,2.318188713453629646e+00,-3.688672693361697008e-01,1.119084278893181050e+01,-1.810549460567353819e+01,-6.170812385113901399e+00,6.680196886213230378e+00,-8.067975660683021744e+00,4.133754431054317990e+01,1.294972145398103791e+00,-8.190053593065913518e+00,1.207677137110776755e+01,1.996486111444669120e+01,-1.570907469706091319e+01,-3.063973237963893981e-01,-1.481543069201797280e+01,5.063898038108578525e+00,-2.228673331356862519e+00,6.052056333167142199e+00,-2.916837324461252212e+00,2.103676215354543633e+00,-5.214502617432767551e+00,-1.075470887791974128e+01,-9.449774347046014711e+00,-1.024399575910318916e+01,2.863640088206208389e+01,2.617236870348082434e+01,-6.304770803209648555e+00,9.444044182516780239e+00,8.912539843251282567e-01,-1.856356569671344303e+01,-5.201748413043453922e+00,-1.383523582570508204e+01,-1.268662312437519013e+01,-2.256373652647833339e+01,7.102962902805543877e+00,4.905794606529357615e+00,2.064634626422520114e+01,2.916459824373136911e+01,-1.417864155330574150e+01,1.898030983070113420e+00,1.567184586341301866e+00,-2.248626987631583418e+00,1.076417627640330466e+01,1.638481064737164772e+01,1.098794091497961922e+00,1.318968203181132814e+01,2.277165054551151613e+01,-6.289122619800897596e+00,-1.844519207419105555e+01,-2.552392512742403241e+01,-3.308218738617187960e+00,-2.539362228885379125e+01,-3.002390556101001362e+00,-9.049942822039636070e+00,-1.347851417762804704e+00,-2.607806756011738969e+01,6.972669454844403703e+00,1.179665136578550921e+01,-1.926039882490170996e+01,-7.464558715679221024e+00,2.200706486495746717e+01,-3.590680107294566437e+00,2.729949755376409470e+01,-7.811541706888307957e+00,-4.044920121561029092e+00,2.987337964684687819e+00,1.989261923831398704e+01,-9.342856857862680275e-01,1.876812740325474138e+01,-5.652806010519304536e+00,-8.145535904794883209e+00,3.209207280364428705e+00,6.920006492041802737e+00,2.257569486679478743e+01,-1.326689324147873883e-01,-1.403563836884010207e+01,-1.377981479979085222e+01,-7.466383013302402283e-02,-1.460605206262566513e+00,7.376898542288161664e-01,-2.045137847557730038e-01,1.310762880459645707e+01,-1.445734010639663447e+00,1.128954268468351430e+01,-1.058212397595612053e+01,-7.064387612194416022e+00,-4.337069220727523344e+01,-4.630438847505612965e-01,1.155431408658225134e+00,1.663465797087257414e+01,7.486750087046359248e+00,5.446653301808964898e+00,9.980624867126062227e+00,-1.753208851373176813e+01,-6.366230542543990900e+00,1.410403102356988825e+01,1.088240440354207195e+01,5.141599728043886763e+00,-1.269934985486552570e+01,2.504688511760549474e+01,-4.630767634920970721e+01,2.606872612860180016e+00,-6.475727759880491874e+00,1.807910004741355714e-01,4.490671409433407923e+00,5.205835220740433478e-01,5.006909306972653351e-01,-7.389212049810774730e+00,3.340785005435289445e+00,5.819807270258840148e+00,2.921872864321765206e+01,5.724106911963205313e+00,-4.582618314155850747e+00,3.351762421810126069e-01,-8.094118560479126590e-01,-5.667962756607868968e+00,-1.047619730635931168e+00,-1.964135656868933921e+01,1.506223338520717192e+01,5.146681765895691818e+00,1.460765413966099402e+01,2.920704506207806261e+01,-1.363023479424829176e+01,-1.733913242466993765e+01,6.256606862892379439e+00,-1.477598671364166982e+01,5.076832610227310916e-01,1.182275180111646895e+00,7.848371414901674115e+00,6.171551070484867729e+00,-5.973142493825699617e+00,1.297479227229282905e+01,-2.115399260969453188e+00,-8.918074483633775529e+00,8.967355335264000971e+00,-1.156418228700906781e+01
1.194476234554649352e+00,3.824702472750781013e+00,1.120924123876049006e+00,-1.025759227979096089e+01,-5.016735731248260777e+00,-1.211570108597172535e+01,4.137440506991122646e+00,-7.374008164705458057e+00,1.480344855833891415e+00,-8.241908784599084603e-01,6.722414345685807646e+00,-1.292005265484091048e+01,-5.510714552830499713e+00,4.703537321678708416e+00,-7.237696941380595383e+00,3.008744571399800094e+01,5.169166517321368559e-01,-6.121522080420001011e+00,8.374037447844971283e+00,1.316306008708381015e+01,-1.309814502081371224e+01,8.809459296943038531e-01,-1.115176168316967953e+01,3.417699532684299601e+00,-1.357555172280761280e+00,4.572736654828966074e+00,-2.768446111118027630e+00,9.920445699854595345e-01,-3.900236733474523820e+00,-6.458021519344579353e+00,-7.177873420846741404e+00,-7.061291798064111447e+00,2.047561835470568070e+01,1.904086414729448151e+01,-4.838117638295035050e+00,7.249590040095266197e+00,6.836111623032387064e-01,-1.469105715248921129e+01,-5.304500723288920305e+00,-1.004348509597044270e+01,-9.107176138541825949e+00,-1.685133019927719289e+01,5.038061330769085799e+00,3.544464081955625900e+00,1.447655251395418041e+01,2.002302016635496429e+01,-1.044307284902784971e+01,1.512682821622739704e+00,8.248316507645844231e-01,-7.202243575381155338e-01,8.431430972807868685e+00,1.144940620905519779e+01,6.477094813960243558e-01,9.363386076324969665e+00,1.522600617768557818e+01,-4.474951296158393710e+00,-1.184622750729963947e+01,-1.797323546464067334e+01,-2.652204998735152586e+00,-2.070722437490575274e+01,-2.083898621514445271e+00,-5.969587615616254617e+00,-1.105731710967136738e+00,-1.744218271984212265e+01,4.558835615177446066e+00,7.966185346715347393e+00,-1.317195898612545690e+01,-5.504466936472685923e+00,1.750941078508446935e+01,-2.481422528921739978e+00,1.928454061662673169e+01,-5.496801259669896744e+00,-2.814506304047621033e+00,2.366511408107255576e+00,1.453845626516736012e+01,-2.323368796366354072e+00,1.406146825334681516e+01,-4.030248088977655740e+00,-5.959090885759405154e+00,2.547286870102669631e+00,3.078205538244959794e+00,1.756752084664663727e+01,2.428047450658094242e+00,-1.084686724542714131e+01,-1.221407606920864808e+01,-3.867759655815904141e-02,-7.826989432482812648e-01,8.741217665246460156e-01,-3.028011080320693882e-01,1.133923420667088067e+01,-1.041899111007794643e+00,9.077868044836401751e+00,-7.609474431404115613e+00,-5.539194110365923684e+00,-3.035831044320764249e+01,-2.985907549475660949e-01,7.629418137220926877e-01,1.314077822910903670e+01,6.290335150408056464e+00,3.951794520929846843e+00,7.009776170315264565e+00,-1.468680274416450082e+01,-4.979202944787486373e+00,1.101437295407578887e+01,7.018976314572650033e+00,3.855262329441191405e+00,-9.578965281962569023e+00,1.824953264698623201e+01,-3.174762928810547891e+01,3.599225008003689386e+00,-5.134757435176378060e+00,2.636961968631079678e-01,3.594645021087059522e+00,3.897217682975486208e-01,4.569034971444274063e-01,-6.913137298782435991e+00,2.434983565931460259e+00,3.900551524106970813e+00,2.309279672741019596e+01,3.434379779388469167e+00,-1.842679942904252188e+00,-8.527384070864675591e-02,-2.874292638648261455e-01,-4.554528304418727913e+00,-4.166942616288416001e-01,-1.367100321858803547e+01,1.078413349599162530e+01,3.432517967906260292e+00,1.067923363326009500e+01,2.198616630041186326e+01,-1.025616951426053802e+01,-1.233573322813957773e+01,4.965971945636545648e+00,-9.770086959407468186e+00,2.299361474744529010e-01,1.455279277999576459e+00,4.344433811989085292e+00,5.053179919204990433e+00,-5.181284230232161114e+00,1.024281820866226589e+01,-1.405167016475572961e+00,-5.720664153728764134e+00,6.986783475079026751e+00,-6.946912078576359839e+00
1.086348105499537198e+00,2.778411943206664958e+00,1.093879428970883305e+00,-8.428180501893729470e+00,-3.007509929017511130e+00,-8.982561813840913345e+00,2.832652651724014703e+00,-6.057428622442166954e+00,9.487959412508821799e-01,-9.936925819505778579e-01,4.181313911453255372e+00,-9.780260306099934908e+00,-5.050272328652257059e+00,3.484524819267784235e+00,-6.787832214845407108e+00,2.324297269745029126e+01,9.745378108272535755e-03,-4.872128855431918204e+00,6.164328726340076336e+00,9.153554610561009497e+00,-1.143292069870077654e+01,1.591614164667019438e+00,-8.943007501675076298e+00,2.435600212419614330e+00,-8.761887930381095924e-01,3.638765094769261133e+00,-2.509955878326492140e+00,2.964227023765707014e-01,-3.075778116279328511e+00,-4.039482972005241201e+00,-5.752167068409027806e+00,-5.104546806268198900e+00,1.552465627658939695e+01,1.463436238088090313e+01,-3.875420294385480080e+00,5.883225389797371641e+00,6.140198449453108109e-01,-1.228313537964726443e+01,-5.316823748794091919e+00,-7.755735973469385591e+00,-7.052253960259759147e+00,-1.332345836375605153e+01,3.750548740678621762e+00,2.687140134175130868e+00,1.075689306830808967e+01,1.457147443447777668e+01,-8.245897659100355881e+00,1.315111917296157173e+00,3.450281584246618904e-01,2.635846999792297862e-01,7.012201456229807839e+00,8.337794662616142105e+00,3.701479026023003494e-01,7.056504398207849249e+00,1.076105902084123933e+01,-3.407477928622224983e+00,-8.019060231858027521e+00,-1.343341758632937832e+01,-2.219116848493270844e+00,-1.781754615291417565e+01,-1.557618769717506568e+00,-4.117053972039200538e+00,-9.301403711298966703e-01,-1.233588945165890038e+01,3.006332339724520963e+00,5.756261796058605995e+00,-9.563717519100675801e+00,-4.279134421656282328e+00,1.475476790119846626e+01,-1.819802637920354460e+00,1.435623667502287404e+01,-4.128168511400676088e+00,-2.133720219945853369e+00,1.850985450464165183e+00,1.120831339911172542e+01,-3.096746407583942595e+00,1.112629431346260844e+01,-2.969297922624865027e+00,-4.602030454265344517e+00,2.180515667761347753e+00,9.002413818517638333e-01,1.451782421604564988e+01,4.064922991601525482e+00,-8.905390102601540292e+00,-1.113999623942478401e+01,-1.922270529694378519e-02,-4.070128367230766986e-01,9.142622520140618603e-01,-3.819739028138621761e-01,1.014181740257770059e+01,-7.624044751061109793e-01,7.733935336141240846e+00,-5.786254826563015818e+00,-4.633595444150555132e+00,-2.264122365039067830e+01,-2.020215863314839266e-01,5.305289506977914904e-01,1.105407628198749492e+01,5.506362829826598748e+00,3.021575890478279458e+00,5.270684719988786959e+00,-1.276924587748008477e+01,-4.198942997471014849e+00,9.076102614019346149e+00,4.675305690259300206e+00,3.051899948980255850e+00,-7.673213848014919236e+00,1.405290631764691334e+01,-2.318918792015080399e+01,4.230233162119177770e+00,-4.380181838148695661e+00,2.767360821670709625e-01,3.032262833231468502e+00,3.076623160489613817e-01,4.194324460834827351e-01,-6.580632219262852800e+00,1.875601391215134583e+00,2.782706773202593187e+00,1.928687073235117566e+01,2.078924917765248015e+00,-3.688365163572440153e-01,-3.456482902951032443e-01,8.467317619255720906e-02,-3.834431318362744978e+00,2.883205582833687705e-02,-1.014454589231557691e+01,8.063149920431865070e+00,2.408003279870974733e+00,8.260499472187429859e+00,1.763537801720733711e+01,-8.263770634407306304e+00,-9.197205869978326120e+00,4.193930218442912583e+00,-6.811594019134216360e+00,7.650965729156590511e-02,1.582945809716091778e+00,2.279926988058681214e+00,4.415436748406715850e+00,-4.710942458633002872e+00,8.574306977550268272e+00,-9.769861117183766819e-01,-3.824803115043752921e+00,5.742473432190988269e+00,-4.307144712701297173e+00
9.727846119963388105e-01,2.078361244601184765e+00,1.057127817343281428e+00,-7.097261601322658819e+00,-1.514986384145230680e+00,-6.901688872019414056e+00,1.905721890314756806e+00,-5.118376302750233364e+00,6.018182773116045325e-01,-9.945963859366667714e-01,2.571349119535440764e+00,-7.633971466883159529e+00,-4.677137301732390284e+00,2.613729033873147589e+00,-6.521282672567958016e+00,1.851547294696517554e+01,-3.646774168814763128e-01,-3.977104464439732201e+00,4.683390512421816254e+00,6.507056503989751661e+00,-1.025737491913943344e+01,2.064712900761022318e+00,-7.436621546004805516e+00,1.794664781540185938e+00,-5.077847911591900631e-01,3.007677594909248242e+00,-2.247601514648726262e+00,-1.704404925748766453e-01,-2.469658950641247408e+00,-2.527055664864734652e+00,-4.712429562178517273e+00,-3.694306169610804602e+00,1.212559947059577148e+01,1.155241116540278057e+01,-3.189111928016181707e+00,4.912025655711368621e+00,5.821361380386609330e-01,-1.055985090887500455e+01,-5.291639524372796721e+00,-6.145935252717560360e+00,-5.720323466021355330e+00,-1.082246806000677530e+01,2.840296930575520573e+00,2.057114225039477162e+00,8.209575853754117247e+00,1.090599256549313267e+01,-6.767217561353005451e+00,1.180321593404194402e+00,1.077010261469447212e-03,9.767688035494193066e-01,5.987191774710709069e+00,6.101539623359260034e+00,1.909805001084428355e-01,5.490145103731647325e+00,7.780102668279571532e+00,-2.700803012917583068e+00,-5.524993125934384963e+00,-1.036377469540803453e+01,-1.905721014141842362e+00,-1.576933437519052283e+01,-1.208908847660939978e+00,-2.862933766544088154e+00,-7.632788130270951044e-01,-8.924346476100613046e+00,1.928902783431478030e+00,4.330075671336658161e+00,-7.187565206433943032e+00,-3.392829472089817333e+00,1.283293064529473249e+01,-1.385763758902946785e+00,1.096930347873670364e+01,-3.165923528271731513e+00,-1.698600580974480856e+00,1.382886370506290374e+00,8.850761985488809103e+00,-3.606051482068830527e+00,9.097250941551623171e+00,-2.195396333428150548e+00,-3.660657551304299151e+00,1.968630110902627628e+00,-5.001741580317026203e-01,1.240017653639905149e+01,5.235725406931010184e+00,-7.559649028166612439e+00,-1.025827729641910580e+01,-8.082599605699725825e-03,-1.829699657790124501e-01,9.090050562049248883e-01,-4.486921052574447955e-01,9.187559456026697546e+00,-5.465511556902251655e-01,6.798257118937880428e+00,-4.503482913741282623e+00,-4.033036601389344611e+00,-1.748603003415044554e+01,-1.385609229732039371e-01,3.762166576912299165e-01,9.627961615826292174e+00,4.921144547081963694e+00,2.380347980883985137e+00,4.110427747541713472e+00,-1.132500913805002085e+01,-3.680656679200260850e+00,7.671388101310293806e+00,3.052435318369173700e+00,2.483629871110648146e+00,-6.360592632066344621e+00,1.109606995365151327e+01,-1.749596664329565598e+01,4.692483182428650146e+00,-3.923986258350831591e+00,2.656395817754931277e-01,2.620848927894723790e+00,2.505775789715189994e-01,3.826181827160635707e-01,-6.289554778827761261e+00,1.478536791589431187e+00,2.056167411032834291e+00,1.654383377909203645e+01,1.162969724215639378e+00,4.895121217051479623e-01,-5.357016013848732161e-01,3.868452716092193322e-01,-3.252741871443370680e+00,4.269291826304698612e-01,-7.757513255108955619e+00,6.085532125320368024e+00,1.657868543085519342e+00,6.557787808303148225e+00,1.465976094905195914e+01,-6.946313864612866595e+00,-6.915385491388527761e+00,3.662190268189583264e+00,-4.830716181088397398e+00,-4.536532723486664392e-02,1.647406219509351954e+00,9.109860111780245795e-01,3.970241536321702291e+00,-4.384568348176459907e+00,7.407285237962350166e+00,-6.933830324660086308e-01,-2.563806313232218415e+00,4.842689400421242851e+00,-2.621564496496320729e+00
8.749563350238229731e-01,1.594675642076809119e+00,1.023269251860396967e+00,-6.094498067523227647e+00,-3.655484885719555987e-01,-5.471497090930099283e+00,1.218575882292038948e+00,-4.414066888118812315e+00,3.574928879748711097e-01,-8.954377584661655787e-01,1.524764107245994538e+00,-6.093829828697123752e+00,-4.371589648531414518e+00,1.966049835643771448e+00,-6.345101781634718385e+00,1.514964039448712896e+01,-6.357379903961045686e-01,-3.334440973987743195e+00,3.641808616626898143e+00,4.711249059972011821e+00,-9.342777231823925277e+00,2.390619415748286958e+00,-6.359318083910110886e+00,1.349824285449326533e+00,-2.910031611512927108e-01,2.502738114669389446e+00,-1.952148570758388546e+00,-5.107205517985882182e-01,-2.024970681154450336e+00,-1.560128240753521522e+00,-3.917551864839392106e+00,-2.650119014546678198e+00,9.706511721573800600e+00,9.294944355158158089e+00,-2.645062723981335129e+00,4.187292882789992454e+00,5.785767406308242045e-01,-9.251182298102833101e+00,-5.204446686332778071e+00,-4.993772154895962601e+00,-4.822815484387716900e+00,-9.001568784633592557e+00,2.169337386971480264e+00,1.588343856116936292e+00,6.397600046691112041e+00,8.333896332131613960e+00,-5.759168927289234574e+00,1.099178520143873961e+00,-2.454418344556122678e-01,1.528863321158441702e+00,5.214127978904017802e+00,4.452086287738707959e+00,6.433275045218683763e-02,4.352339605788746013e+00,5.721248965234061679e+00,-2.211169574855119002e+00,-3.839325231080374490e+00,-8.186255058150450736e+00,-1.668684814773262026e+00,-1.422246036535230473e+01,-9.604681348342608560e-01,-1.980581582234980820e+00,-6.366644564716640309e-01,-6.561532663729529702e+00,1.094253195860351191e+00,3.372719399304864751e+00,-5.546893484803272045e+00,-2.714146133790201532e+00,1.140575151654724451e+01,-1.090872751222986770e+00,8.516990470764156385e+00,-2.497052661697041209e+00,-1.430080659909531926e+00,9.606542888708479166e-01,7.109629704603588785e+00,-3.884196570964010942e+00,7.589205993463476574e+00,-1.596053574063860614e+00,-2.955965382683980014e+00,1.835566021589747132e+00,-1.425102154196813409e+00,1.085347660911526368e+01,6.089842115198771388e+00,-6.581317055589981813e+00,-9.503304931180961646e+00,-1.807838825927647218e-03,-4.770278648861585313e-02,8.825152793724309053e-01,-5.054806191667942095e-01,8.401518335743240584e+00,-3.756308599927167813e-01,6.127378470580995717e+00,-3.564419157459611576e+00,-3.612630649435884411e+00,-1.389886972852388425e+01,-9.537449971018244210e-02,2.695347805022429433e-01,8.610595731029910382e+00,4.470675382331527281e+00,1.919023750835128661e+00,3.301498478352822730e+00,-1.019600462322449097e+01,-3.310861105724864917e+00,6.594926730222950617e+00,1.877073727140779802e+00,2.064621502621108551e+00,-5.418994024175058044e+00,8.927895461830996027e+00,-1.354961271922986654e+01,5.057838781457334676e+00,-3.633034201543120734e+00,2.474005987141179863e-01,2.300737084764898022e+00,2.088888666586236620e-01,3.476714874136477285e-01,-6.025390182634303926e+00,1.184730260445570726e+00,1.550779428054627873e+00,1.450395763089197487e+01,5.322603211512664245e-01,9.730059089183251686e-01,-6.632622524436869726e-01,6.420742897207989408e-01,-2.814692464017066520e+00,7.443470732231242115e-01,-6.103681354252041835e+00,4.574592101372432218e+00,1.148614797993356751e+00,5.307553858944807246e+00,1.254198270935997428e+01,-6.001174127086803978e+00,-5.244009064317182833e+00,3.299293545049266196e+00,-3.461345301163309518e+00,-1.074908012169413923e-01,1.669976182985331459e+00,-6.319496813082756473e-03,3.632260025395944947e+00,-4.144199368020725416e+00,6.540368025936888152e+00,-4.977793418951034221e-01,-1.706645567681553732e+00,4.162131243588033769e+00,-1.493936266365524901e+00
