0.000000000000000000e+00 -2.361299708528516728e-01 -4.469988488647216873e-02 -2.021220265681955541e-07 -1.100165139822688300e-07 1.715023846668783694e-07 3.896715039803227976e-01 3.050864495434646884e+00 3.051410892828380739e+00 4.264292867529154485e+00 4.265174267744537673e+00 7.089264626433475769e+00 7.091926107317259032e+00 8.486543828526450284e+00 8.487293821929471349e+00 8.781905776641387718e+00 8.789423065299766691e+00 1.040042960260522698e+01 1.040083033974629245e+01 1.105264935948066629e+01 1.105287150094782689e+01 1.175093439666748907e+01 1.175475640075605810e+01 1.280590212116236692e+01 1.280733342233204475e+01 1.525092635737819080e+01 1.525141774071061285e+01 1.781528607297993005e+01 1.781747279960800867e+01 2.292385250436661082e+01 2.292428105229754465e+01
1.519769838211115992e-03 -2.257349212003858241e-01 -6.137328648498494715e-02 -1.044132536781574444e-02 6.427229310014816177e-02 1.007719250447778742e-01 3.995081153058357981e-01 3.051102544961919794e+00 3.051649193179814201e+00 4.264666143764734407e+00 4.265548568823206210e+00 7.089370329001915216e+00 7.092033598113270720e+00 8.486803870163674546e+00 8.487558828283813028e+00 8.781686375930977562e+00 8.789194802610959201e+00 1.040034522062870437e+01 1.040074565090034042e+01 1.105264564112000869e+01 1.105286835020627123e+01 1.175101592806175255e+01 1.175483592970947377e+01 1.280593811024314377e+01 1.280736916560878313e+01 1.525080158092806393e+01 1.525129302741129500e+01 1.781512193916847764e+01 1.781730855217863052e+01 2.292393478979752075e+01 2.292436318742905144e+01
3.039539676422231985e-03 -1.919343059993386391e-01 -6.639979848904503656e-02 -1.940359637257902878e-02 1.241291618677198699e-01 1.925241410958447585e-01 4.278848959768246085e-01 3.051816709440772435e+00 3.052364102951493408e+00 4.265785966256022022e+00 4.266671464061032815e+00 7.089686616977270539e+00 7.092355215436842109e+00 8.487583414485424527e+00 8.488353350179512091e+00 8.781029695725358408e+00 8.788511474935816636e+00 1.040009261250538586e+01 1.040049213227823088e+01 1.105263418431256284e+01 1.105285860098336492e+01 1.175126091657886107e+01 1.175507491149874362e+01 1.280604577591577886e+01 1.280747609290849276e+01 1.525042724199508370e+01 1.525091887803131385e+01 1.781462929265116912e+01 1.781681556476278772e+01 2.292418156681217312e+01 2.292460951364450494e+01
4.559309514633348194e-03 -1.204207151527913466e-01 -6.554036554298497963e-02 -2.407602165230843597e-02 1.835181946721061164e-01 2.854565793474911906e-01 4.720118827312131948e-01 3.053007039983390403e+00 3.053555651702357210e+00 4.267652315736994773e+00 4.268542928830782124e+00 7.090211038498251739e+00 7.092888402353310973e+00 8.488880655157361232e+00 8.489675835789483926e+00 8.779940361050774911e+00 8.787377518424564826e+00 1.039967338704293276e+01 1.040007142300265741e+01 1.105261408882584462e+01 1.105284136691597041e+01 1.175167054033377134e+01 1.175547452612842392e+01 1.280622421366266472e+01 1.280765329684040488e+01 1.524980331320449345e+01 1.525029526549315584e+01 1.781380739993375784e+01 1.781599310373233180e+01 2.292459259767386470e+01 2.292501979350467423e+01
6.079079352844464837e-03 -7.283130159620244959e-02 -3.598542851768157108e-02 1.322223060843644715e-01 2.430459590151742844e-01 3.787507115138538660e-01 5.285698467378879828e-01 3.054673633264310073e+00 3.055223900130653369e+00 4.270265158041144815e+00 4.271162919985075135e+00 7.090939531460061396e+00 7.093628924673098801e+00 8.490692361440000724e+00 8.491523492930488359e+00 8.778426282806906400e+00 8.785800514680012441e+00 1.039909021026909564e+01 1.039948623956713547e+01 1.105258387068745307e+01 1.105281518612743596e+01 1.175224674659472157e+01 1.175603672436517755e+01 1.280647191659565109e+01 1.280789926575841520e+01 1.524892975350145718e+01 1.524942214922238826e+01 1.781265504436633407e+01 1.781483995221532624e+01 2.292516748647763336e+01 2.292559363160221508e+01
7.598849191055581480e-03 -7.215605808889478945e-02 -3.821423249971950264e-02 2.347231359205655676e-01 3.026762759410058790e-01 4.720610687529080973e-01 5.944600773599085786e-01 3.056816649052040535e+00 3.057368957500528506e+00 4.273624441048732514e+00 4.274531372729063250e+00 7.091866459665967071e+00 7.094570911447781292e+00 8.493013529978487242e+00 8.493891963289136982e+00 8.776498979684349777e+00 8.783791490006480629e+00 1.039834678263592060e+01 1.039874035289969534e+01 1.105254148658196023e+01 1.105277804416786402e+01 1.175299222752830453e+01 1.175676420399772404e+01 1.280678677642689323e+01 1.280821188477732697e+01 1.524780651497971995e+01 1.524829948195386287e+01 1.781117053487459501e+01 1.781335441882899673e+01 2.292590567963072701e+01 2.292633047504465083e+01
9.118619029266696388e-03 -7.178068346696250823e-02 -3.970028609995508023e-02 3.155431565261158089e-01 3.623373868812369558e-01 5.652175667566280426e-01 6.670973885841388062e-01 3.059436335370898430e+00 3.059991006610655262e+00 4.277730090473800040e+00 4.278648196290836481e+00 7.092984662747096714e+00 7.095706910576972781e+00 8.495836859396739271e+00 8.496774830186934580e+00 8.774174067139069777e+00 8.781365370821220040e+00 1.039744780746856634e+01 1.039783855650920863e+01 1.105248436755742780e+01 1.105272740582126190e+01 1.175391038650599818e+01 1.175766037684647713e+01 1.280716608484748242e+01 1.280858843721370022e+01 1.524643355238999298e+01 1.524692721920866134e+01 1.780935171812472717e+01 1.781153434984688388e+01 2.292680646651696108e+01 2.292722961412245297e+01
1.063838886747781390e-02 -7.074253545771852503e-02 -3.934588805211615414e-02 3.879760984303528559e-01 4.219749194626020716e-01 6.581111765935327984e-01 7.444676444023589079e-01 3.062533061951617341e+00 3.063090336919669365e+00 4.282582004544865484e+00 4.283513268432642462e+00 7.094285519151612540e+00 7.097027958492454047e+00 8.499152004847388753e+00 8.500162918789451183e+00 8.771471956620830568e+00 8.778541636640245116e+00 1.039639895101981715e+01 1.039678662596492131e+01 1.105240946159757698e+01 1.105266025546060149e+01 1.175500529524316029e+01 1.175872932677635063e+01 1.280760653533467064e+01 1.280902560647098909e+01 1.524481083527559733e+01 1.524530533138940314e+01 1.780719599406368303e+01 1.780937714474199041e+01 2.292786898033708098e+01 2.292829018315395118e+01
1.215815870568892967e-02 -6.857974340637963684e-02 -3.645126556629840753e-02 4.559595882366954123e-01 4.815488636323814742e-01 7.506575836720561501e-01 8.250752658563612618e-01 3.066107362878307097e+00 3.066667386682880192e+00 4.288180047638710413e+00 4.289126428849888484e+00 7.095759021302454173e+00 7.098523662661399669e+00 8.502944549948862729e+00 8.504043328279339065e+00 8.768418828039475699e+00 8.775345231525536249e+00 1.039520679459046448e+01 1.039559127002365813e+01 1.105231328449709594e+01 1.105257314552746273e+01 1.175628164212881721e+01 1.175997575904854742e+01 1.280810422541771842e+01 1.280951947839742111e+01 1.524293836266781099e+01 1.524343381842642842e+01 1.780470033476019864e+01 1.780687977503104591e+01 2.292909219911564733e+01 2.292951116149777846e+01
1.367792854390004545e-02 -6.473873325998595607e-02 -2.947219720094146345e-02 5.212546824836238324e-01 5.410280799302649157e-01 8.427838009537862440e-01 9.078412302852869598e-01 3.070159989637586406e+00 3.070722795244166026e+00 4.294524042925016438e+00 4.295487471502650756e+00 7.097393861827431039e+00 7.100182295468264293e+00 8.507194607644056106e+00 8.508398109479617943e+00 8.765047964401681213e+00 8.771807820992796323e+00 1.039387877926959725e+01 1.039426007378123096e+01 1.105219197836480838e+01 1.105246225260007797e+01 1.175774467219746278e+01 1.176140494143535165e+01 1.280865465944238579e+01 1.281006554415488630e+01 1.524081618025725504e+01 1.524131272689128913e+01 1.780186130645634535e+01 1.780403880632976765e+01 2.293047494686246068e+01 2.293089137472071215e+01
