# x_Ainv held_b1_THz held_b2_THz held_b3_THz held_b4_THz held_b5_THz held_b6_THz held_b7_THz held_b8_THz held_b9_THz held_b10_THz held_b11_THz held_b12_THz held_b13_THz held_b14_THz held_b15_THz held_b16_THz held_b17_THz held_b18_THz held_b19_THz held_b20_THz held_b21_THz held_b22_THz held_b23_THz held_b24_THz held_b25_THz held_b26_THz held_b27_THz held_b28_THz held_b29_THz held_b30_THz
1.710057243559e-01 -1.217588857917e+00 -5.334540139293e-01 -4.361517399039e-01 6.456196868144e-01 1.237684034729e+00 1.266238119039e+00 2.757967558159e+00 2.917823462619e+00 3.330091705621e+00 3.611866509811e+00 3.612718185737e+00 4.403674698122e+00 5.266778733196e+00 5.747728490998e+00 7.194709655682e+00 8.017552316500e+00 8.485664399883e+00 1.000758881626e+01 1.001598305772e+01 1.103808393489e+01 1.138610554222e+01 1.186128285765e+01 1.210694522531e+01 1.294257186771e+01 1.497946042307e+01 1.632410338284e+01 1.689348276386e+01 1.753141942653e+01 2.250926595880e+01 2.431460887031e+01
1.832204189528e-01 -1.216371421539e+00 -4.362973340387e-01 -3.718144767169e-01 7.158269794271e-01 1.325233776214e+00 1.340357365580e+00 2.769380977475e+00 2.923737125646e+00 3.333043928094e+00 3.614922512318e+00 3.615494313644e+00 4.406170840011e+00 5.280646346284e+00 5.751440347991e+00 7.191245214027e+00 8.019380962657e+00 8.494730102558e+00 1.000986494290e+01 1.002389313916e+01 1.103827277909e+01 1.138281473589e+01 1.185786547050e+01 1.210508316394e+01 1.293990869220e+01 1.497384170212e+01 1.631774822932e+01 1.688312628384e+01 1.752081026619e+01 2.250926760431e+01 2.431446394621e+01
1.954351135496e-01 -1.212646158170e+00 -3.008444707791e-01 -2.894977300860e-01 7.857624146074e-01 1.410875635931e+00 1.412146627201e+00 2.781630101117e+00 2.930017393629e+00 3.336247535023e+00 3.618188469352e+00 3.618537594386e+00 4.408841109465e+00 5.295254800934e+00 5.755383344274e+00 7.187573279206e+00 8.021367285232e+00 8.504359591512e+00 1.001229921700e+01 1.003224278902e+01 1.103846649221e+01 1.137933507635e+01 1.185423097719e+01 1.210314063248e+01 1.293712783491e+01 1.496788318808e+01 1.631098622919e+01 1.687210678147e+01 1.750950888462e+01 2.250926917171e+01 2.431431020882e+01
2.076498081465e-01 -1.206445831224e+00 -1.639867606018e-01 1.176598293209e-01 8.560212933879e-01 1.481695956146e+00 1.494773576526e+00 2.794718940715e+00 2.936658426658e+00 3.339713354489e+00 3.621664549254e+00 3.621867983374e+00 4.411686374795e+00 5.310564105867e+00 5.759553158986e+00 7.183700675734e+00 8.023514883217e+00 8.514539917567e+00 1.001489157968e+01 1.004101235762e+01 1.103866289417e+01 1.137567412826e+01 1.185038320321e+01 1.210112736913e+01 1.293424224099e+01 1.496159441165e+01 1.630382372902e+01 1.686043477841e+01 1.749752333053e+01 2.250927062445e+01 2.431414788638e+01
2.198645027434e-01 -1.197795387672e+00 1.802896668576e-01 3.486882415886e-01 9.269861731476e-01 1.549066452487e+00 1.577050636186e+00 2.808648615583e+00 2.943654870705e+00 3.343453205332e+00 3.625351068563e+00 3.625508643504e+00 4.414707677330e+00 5.326532645482e+00 5.763945361685e+00 7.179634800695e+00 8.025826834752e+00 8.525257093018e+00 1.001764187673e+01 1.005018137016e+01 1.103885950448e+01 1.137183991978e+01 1.184632625661e+01 1.209905377908e+01 1.293126558713e+01 1.495498551079e+01 1.629626750359e+01 1.684812156580e+01 1.748486222411e+01 2.250927192417e+01 2.431397721936e+01
2.320791973402e-01 -1.186711330240e+00 3.071769163248e-01 4.813543819663e-01 9.988575813256e-01 1.614295688153e+00 1.657797871072e+00 2.823416127615e+00 2.951002062999e+00 3.347479859001e+00 3.629248534036e+00 3.629486479981e+00 4.417906244228e+00 5.343117335478e+00 5.768555426953e+00 7.175383633343e+00 8.028305602517e+00 8.536496058644e+00 1.002054984279e+01 1.005972858991e+01 1.103905352050e+01 1.136784093487e+01 1.184206453487e+01 1.209693093751e+01 1.292821225214e+01 1.494806722746e+01 1.628832475932e+01 1.683517922174e+01 1.747153476713e+01 2.250927303079e+01 2.431379845998e+01
2.442938919371e-01 -1.173200999584e+00 3.982861337640e-01 5.859863674168e-01 1.071675892520e+00 1.677402479648e+00 1.737080995778e+00 2.839012869658e+00 2.958696267862e+00 3.351806941274e+00 3.633357693436e+00 3.633832763694e+00 4.421283501726e+00 5.360273780534e+00 5.773378745012e+00 7.170955742012e+00 8.030952944253e+00 8.548240650529e+00 1.002361508485e+01 1.006963208081e+01 1.103924179724e+01 1.136368610401e+01 1.183760273209e+01 1.209477059110e+01 1.292509728274e+01 1.494085090340e+01 1.628000313788e+01 1.682162062974e+01 1.745755075377e+01 2.250927390263e+01 2.431361187175e+01
2.565085865339e-01 -1.157261682333e+00 4.746361310830e-01 6.753055867561e-01 1.145351141531e+00 1.738391205891e+00 1.814945309136e+00 2.855422862982e+00 2.966734949372e+00 3.356448746790e+00 3.637679596659e+00 3.638583849223e+00 4.424841089302e+00 5.377956432976e+00 5.778410627648e+00 7.166360288213e+00 8.033769829212e+00 8.560473567095e+00 1.002683706513e+01 1.007986926968e+01 1.103942082938e+01 1.135938479321e+01 1.183294584676e+01 1.209258515806e+01 1.292193635385e+01 1.493334847508e+01 1.627131072002e+01 1.680745949837e+01 1.744292058211e+01 2.250927449647e+01 2.431341772900e+01
2.687232811308e-01 -1.138879457302e+00 5.424434270552e-01 7.545432789514e-01 1.219703145417e+00 1.797255825598e+00 1.891419340690e+00 2.872620747730e+00 2.975117089206e+00 3.361419931058e+00 3.642215668944e+00 3.643781988000e+00 4.428580875250e+00 5.396118751364e+00 5.783646308779e+00 7.161607027802e+00 8.036756361266e+00 8.573176336813e+00 1.003021508349e+01 1.009041700769e+01 1.103958673591e+01 1.135494679105e+01 1.182809918982e+01 1.209038772599e+01 1.291874572299e+01 1.492557246760e+01 1.626225602948e+01 1.679271038199e+01 1.742765526641e+01 2.250927476771e+01 2.431321631637e+01
2.809379757276e-01 -1.118027675381e+00 6.045383371525e-01 8.265191603855e-01 1.294504588354e+00 1.853983699756e+00 1.966517530154e+00 2.890569591813e+00 2.983843560814e+00 3.366735035649e+00 3.646967798097e+00 3.649476227286e+00 4.432504974200e+00 5.414713358054e+00 5.789080939007e+00 7.156706309224e+00 8.039911709221e+00 8.586329287103e+00 1.003374825925e+01 1.010125163125e+01 1.103973524838e+01 1.135038229345e+01 1.182306839336e+01 1.208819204741e+01 1.291554217812e+01 1.491753598736e+01 1.625284803712e+01 1.677738870257e+01 1.741176645012e+01 2.250927467046e+01 2.431300792832e+01
